feature	r2_score	Metadata_number_of_singlecells	Metadata_treatment	Metadata_dose	treatment	dose
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_2of4	0.0018861399397557266	-7.245417324627458e-05	0.10036277333551369	-0.010802511476970148	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_3of4	0.0020043590114202647	-5.078702865960519e-05	0.12008889576907288	-0.020438644064711714	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_4of4	0.001974627138961571	9.80345056084377e-05	-0.08488437042855733	0.0029019644301188675	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_1of4	0.0017275201675150953	-0.00016974103816791954	0.05220283134446901	-0.005212761000044869	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_2of4	0.0017620236143128798	-0.00015915449928950276	0.061188022346484724	-0.007249544632583518	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_3of4	0.002276375045498491	-0.0001266531464008902	0.10761997536433295	-0.020310124970626207	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_4of4	0.002168576032672842	0.00018635427389741886	-0.05129970081214525	-0.0001069084521232045	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_1of4	0.002257965656999872	-0.00011162829100281751	0.10853266484253418	-0.017603986678199336	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_2of4	0.0023827373076409364	-0.00010002636225004835	0.11916680825190964	-0.021578194887057957	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_3of4	0.0026296692589470316	-7.620818396176421e-05	0.14554983237848762	-0.0335469264920674	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_4of4	0.0025219443873801817	0.00012105439590394514	-0.10887355046269288	0.01612809681257989	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_1of4	0.0007051967670778092	-8.915514160549661e-05	0.06366517674490745	-0.022740753742028157	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_2of4	0.0006405135022379271	-8.114006254456122e-05	0.04732246268758512	-0.00793068317905433	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_3of4	0.0006500839467400432	-0.00010130460318424603	0.023691425780432096	0.003301631546616366	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_4of4	0.0019113232864197416	-0.0001891289179046647	-0.13297261483511888	0.051496295434969676	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrER_1of4	0.0010515966866837534	-0.00013165701611423663	0.037894131111443984	-0.03668094566893244	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrER_2of4	0.0018688973763698602	-0.00019677908029673975	0.03425189008406106	-0.036503835550191634	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrER_3of4	0.002672304711666018	-0.00025128302657284114	0.023370190678478855	-0.030914606782885223	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrER_4of4	0.0020966067564121005	-0.00021880149946310273	-0.058301222861285876	0.005377172639468626	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_1of4	0.000301614323725774	-4.602590010849091e-05	-0.05476857178040858	0.04119421248130596	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_2of4	0.0005788772120065566	-9.311276851611042e-05	-0.041862207656442774	0.041622681097127585	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_3of4	0.0007795060753637006	-0.00012891992635016483	-0.041088761617524346	0.03966461012341572	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_4of4	0.0008763724402538475	-0.00010569969537819802	-0.11586751615046052	0.05173949004393304	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrMito_1of4	0.00033972414780791826	-4.525925331560498e-05	-0.05489233280766793	0.04335005267369402	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrMito_2of4	0.0006386816963954711	-9.10538884436456e-05	-0.0454654213539516	0.045745099158071165	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrMito_3of4	0.0009530193043176816	-0.000141216869458975	-0.04896814709454932	0.04622992730616043	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrMito_4of4	0.0010511093372975733	-0.00013656060525117368	-0.11689199068893638	0.06190723797999921	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrPM_1of4	0.0013059465675063775	-0.0001736592427934186	0.006010441285256548	-0.018304397651792485	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrPM_2of4	0.0024777149811102683	-0.000242914405143366	-0.028679641318404208	-0.0075342255533824625	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrPM_3of4	0.0036066961813728815	-0.00029251525760534604	-0.06590359982805587	0.004115687485301724	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrPM_4of4	0.0032841814557266202	-0.0002478974810028924	-0.12133067001184292	0.026779666107265628	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_1of4	0.0013357539732857804	-0.00015419403499013502	-0.02118698814820327	-0.01569794503405339	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_2of4	0.002368172118833667	-0.000233990235541098	-0.04155077953144524	-0.00490910423230453	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_3of4	0.0033915569850244687	-0.00028372379012880016	-0.06440773892966205	0.0023174152224244345	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_4of4	0.00359442884175476	-0.0002350306168609092	-0.14038020271431814	0.029634798129706316	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_00_256	0.0034217093789462583	-8.755083174979897e-05	-0.036611848127816135	-0.048871519440500416	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_01_256	0.003536022383520465	-9.022788427093141e-05	-0.03847435498578121	-0.04888480233697218	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_02_256	0.0033804324355891646	-8.747050575751055e-05	-0.03699730618805894	-0.04828202432606178	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_03_256	0.0035307462118583377	-9.331751081602637e-05	-0.04244074815116544	-0.04663693098613886	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_00_256	0.008665192989261161	0.00013634632364222692	-0.19177223079706426	0.003830172183151022	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_01_256	0.007929484134372888	0.00012418875367579442	-0.18592306413318122	0.0034573651799583993	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_02_256	0.008134254877308011	0.00012756927429419533	-0.1912898335782886	0.005709664718905719	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_03_256	0.007121001888871437	0.00012323059176023773	-0.18194553122527174	0.005706548847668715	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_00_256	0.017820386338572747	-0.0004161579085867445	-0.19351391481908914	-0.03778954121228118	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_01_256	0.016855412860006358	-0.00039528496513911655	-0.19397499042293698	-0.03509448195206386	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_02_256	0.01718660873471145	-0.0003945280253612868	-0.19147349558454094	-0.03838326201405776	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_03_256	0.016587224759639585	-0.00039690333242551424	-0.18537296227311373	-0.038310137328345276	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_00_256	0.017138216339492418	-0.00021993630982667552	-0.17887765512478507	-0.058081921584372705	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_01_256	0.01735445301581262	-0.0002105670804802043	-0.18108081691185265	-0.05735689556411996	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_02_256	0.017098890146446277	-0.00021082887111161764	-0.17993447891272285	-0.05748218897782649	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_03_256	0.01689783244655685	-0.00021383103804504332	-0.175805171331696	-0.05822279187623952	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_00_256	0.004480576928048485	0.0001266480310955013	-0.17328938541049493	0.03345155221886609	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_01_256	0.0042191000145574975	0.00012494816419143228	-0.1670153444357437	0.03166570946061802	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_02_256	0.004446883116551503	0.00013475354783850307	-0.17060292542043315	0.03295336230700791	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_03_256	0.004122796007542395	0.0001176617402167945	-0.1705558247730196	0.03469805892560516	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_00_256	0.0031785660131402604	6.10514995241988e-05	-0.16281415005786054	0.03388034220902329	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_01_256	0.0032447724460876737	5.0777802392293e-05	-0.16644305024841352	0.033761862227244664	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_02_256	0.0029851355186567563	6.738922530480314e-05	-0.1577438724259374	0.03313134478565055	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_03_256	0.003032358234790866	4.973658737968794e-05	-0.16416082180011823	0.0352293841776887	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrDNA_3_00_256	0.0005909942280611924	-5.281260075633016e-05	-0.09196891808769836	0.05798109837144365	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrDNA_3_01_256	0.0006298005946090424	-7.822092456688145e-05	-0.08780423277238432	0.05802330431355614	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrDNA_3_02_256	0.0006839099925267655	-6.0640636593766486e-05	-0.09105737974577525	0.06494256378049415	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrDNA_3_03_256	0.00047715469592601867	-6.241654328214078e-05	-0.08368276583833975	0.05201845692918379	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrER_3_00_256	0.00045350467923310767	-4.135141169297488e-05	0.041357330535750116	-0.002903402606911701	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrER_3_01_256	0.00039198464352652174	-2.5678344809573987e-05	0.04879063798350228	-0.008191069548423476	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrER_3_02_256	0.0003668812400258181	-2.6565082660961416e-05	0.03201107628322017	-0.0024838455175572953	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrER_3_03_256	0.00036475086470733054	-3.44173696107758e-05	0.02352630911592805	0.0021997892365919307	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrGasdermin_3_00_256	0.0004322171652570983	-3.933702097373176e-06	0.01305112641849411	0.01481644865788016	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrGasdermin_3_01_256	0.0004589931376297596	-1.4865807354503841e-05	0.014073362598401779	0.016481269569224362	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrGasdermin_3_02_256	0.0003614609433252314	-1.7367101770228148e-05	0.005408487070264646	0.016350636471022216	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrGasdermin_3_03_256	0.0003044507038471034	-1.1915475408353477e-05	0.003913474564384799	0.01914644181449662	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrMito_3_00_256	0.000661199256454581	-2.4304407829922505e-05	0.0287915673358136	0.048870602047302876	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrMito_3_01_256	0.0004855073116438735	-4.188215230801391e-05	0.012025323097256497	0.05212462857623757	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrMito_3_02_256	0.0004976964084394409	-4.416850914496303e-05	0.004104010170459166	0.06500948457958493	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrMito_3_03_256	0.00032707919152796805	-4.4505357320305385e-05	0.0054295841689207215	0.07870487183167854	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrPM_3_00_256	0.0002517911865521638	-4.592737200525324e-05	0.26420105124565507	0.04567670133027249	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrPM_3_01_256	0.00020348133940162327	-7.80876740125669e-05	0.1751827285801099	0.12245929296589292	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrPM_3_02_256	0.00033515503791237133	-0.00014367689264671446	0.21299743132685273	0.1255908998693791	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrPM_3_03_256	0.00026583111463696074	-9.62474548604374e-05	0.1811799243328544	0.09883035482481983	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrRNA_3_00_256	0.00014455208813624054	-1.0465629541086642e-05	0.017953380557273413	0.0020162548018804825	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrRNA_3_01_256	0.00011977138260532705	-8.034946207891788e-06	0.011796751558989273	0.00420788894046587	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrRNA_3_02_256	0.00011089085373094942	-9.127222696889422e-06	-0.0006255632295298214	0.008392741191631926	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Contrast_CorrRNA_3_03_256	8.840104913931945e-05	-1.0127454084294898e-05	-0.001987921853723771	0.008879574979220456	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrDNA_3_00_256	0.0013885606208153822	-0.00019614701656538936	-0.0701806897770986	0.018191353516046192	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrDNA_3_01_256	0.001105823041271603	-0.00015811137032560095	-0.016394919518562995	-0.012714943867135318	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrDNA_3_02_256	0.0010446902183223195	-0.0001611961859835611	-0.07075199352796147	0.018563967428138258	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrDNA_3_03_256	0.000855800934484896	-0.00014887898512754233	-0.033795762572257575	0.0031840155917147593	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrER_3_00_256	0.002354681316944607	-0.00020872905143746843	-0.04405308389170015	-0.026132802520569057	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrER_3_01_256	0.0025337938255813874	-0.00015967619902968526	-0.059407343458217285	-0.027226655759881636	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrER_3_02_256	0.0018504717362011203	-0.0001630525692874591	-0.015184975298533935	-0.03735896829527544	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrER_3_03_256	0.001988492009250553	-0.00014568240332222984	-0.06185345892940762	-0.0179647872490147	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrGasdermin_3_00_256	6.298287326589325e-05	-8.902700795155322e-06	0.03171649306126099	-0.02034875269349926	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrGasdermin_3_01_256	0.00026098918231376445	-3.144177938586342e-05	-0.006633767579481777	-0.01679177802215881	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrGasdermin_3_02_256	4.617634463743858e-05	2.9577765907524684e-05	0.02826143072175387	-0.014842086028946204	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrGasdermin_3_03_256	0.00011835904003010267	2.4196444689994583e-06	0.010074800752004443	-0.019052262838398032	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrMito_3_00_256	0.0008172246592309529	-1.0567256537122075e-05	0.043061294134726064	0.012778408423834002	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrMito_3_01_256	0.00018046691791784308	-2.916788778628053e-05	0.009769824365307992	0.010471592006950433	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrMito_3_02_256	0.0009072494723640911	1.558235241998666e-05	0.04688675087145661	0.012904366347718037	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrMito_3_03_256	0.000301168964830012	-7.410863248231658e-06	0.023161124987377348	0.009333857046133558	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrPM_3_00_256	0.0037406298160816975	-0.00015896000719000847	-0.14510133153837546	0.0085852135103907	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrPM_3_01_256	0.004679725129574597	-0.00015240312664007311	-0.16999644420956792	0.012940391803247853	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrPM_3_02_256	0.003513641643900889	-0.00013794622319308363	-0.14723067776971	0.011573492861162264	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrPM_3_03_256	0.004255888545260489	-0.0001398467063166904	-0.16929054854536763	0.016940088722472227	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrRNA_3_00_256	0.001858771012368532	-0.00017421750782842848	-0.0421639584400727	-0.02194909805725542	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrRNA_3_01_256	0.001853873106866244	-0.00012340649778609395	-0.05049649607678931	-0.024099139310219675	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrRNA_3_02_256	0.0013977567615777176	-0.00013751805846507918	-0.0229814624358296	-0.027701428926948005	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_Correlation_CorrRNA_3_03_256	0.001478183052026405	-0.00011497654452165165	-0.05643104753887269	-0.014104957036798317	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_00_256	0.0018295760749511558	4.459960175217996e-05	-0.08755594076330019	0.08574471947900869	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_01_256	0.0019295025220953388	3.19590976703599e-05	-0.08829173016495018	0.08878363202106537	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_02_256	0.0019370328431478345	4.483875133273167e-05	-0.08391419499904161	0.08672507118179014	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_03_256	0.0016098654379173016	3.732094996480802e-05	-0.07087629133193168	0.07696391071641281	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_00_256	0.01261427377257307	-0.00023263345938061592	0.2613909468292285	-0.03080820171644357	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_01_256	0.013595027235831614	-0.00023988226115337854	0.2731207892719617	-0.03346728645366672	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_02_256	0.012657599885109727	-0.0002503970019423681	0.24990213912275272	-0.024822882222983792	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_03_256	0.012531058285319085	-0.00023886544849983796	0.2663676270633133	-0.03644829356248416	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_00_256	0.019078857784673664	0.00031544543709938726	0.20986208192452543	0.05312022759979036	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_01_256	0.019159363913079597	0.00029437954933682526	0.21719056150728133	0.05096514094337405	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_02_256	0.01837361990677766	0.00027101421814902204	0.20447015512213984	0.05591313323981742	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_03_256	0.017513145140828135	0.00027466814605338786	0.20111041254830353	0.052505124324413725	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_00_256	0.01869990075086736	0.00018653372667022414	0.20510223050528675	0.06479578416741524	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_01_256	0.01903123538189444	0.00016698605254799543	0.20585288177789204	0.06623929896386284	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_02_256	0.018229387243033468	0.0001507365484877831	0.1982570908113182	0.067312808458929	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_03_256	0.01766155292977578	0.00015781473541701257	0.19612245719575253	0.06495685886395877	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_00_256	0.01770176901227849	-0.00029062719816117975	0.36540220249298305	-0.07591410715244858	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_01_256	0.015636228593719714	-0.00031165693032343385	0.32516421975379867	-0.06416217443092934	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_02_256	0.018038152204972513	-0.00031512486823975127	0.36250805272814085	-0.07190888787277133	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_03_256	0.014242579366436137	-0.00030035175461764997	0.3148637994950948	-0.06804512392547286	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_00_256	0.004796554455156032	-0.0001593306720348844	0.156510897888482	-0.022150125250156652	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_01_256	0.005425661432611584	-0.00018477753255928284	0.16245646065222577	-0.023669817597494508	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_02_256	0.005047678485708196	-0.0001845200784147291	0.14512978444766877	-0.01544269910579651	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_03_256	0.004838547846105712	-0.00018281330512744624	0.15231021759159544	-0.02352190359210938	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_00_256	0.0012286934155578688	-2.3183243558348757e-05	0.11564531938312139	-0.0827085190782001	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_01_256	0.001482563691190153	-3.916679071561039e-05	0.10643400577081763	-0.08539758392996304	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_02_256	0.001172885130700796	-2.5881210532842467e-05	0.11088521240955855	-0.08018896734076067	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_03_256	0.0012248885510942609	-3.822992406712934e-05	0.09211561293072386	-0.07627754200079877	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceVariance_CorrER_3_00_256	0.011928061381594524	0.00024419791660782424	-0.255051569666662	0.043960310798025655	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceVariance_CorrER_3_01_256	0.012523103171352079	0.0002395418391141122	-0.2662653759667475	0.04596494775056682	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceVariance_CorrER_3_02_256	0.011457468518465519	0.0002448388459796986	-0.24960087342156845	0.04285410070293921	LPS	['10µg_per_ml' '1µg_per_ml' '0']
Cytoplasm_Texture_DifferenceVariance_CorrER_3_03_256	0.011689311315065676	0.00024012851722583252	-0.260324563397258	0.047591195671594116	LPS	['10µg_per_ml' '1µg_per_ml' '0']
