feature	r2_score	Metadata_number_of_singlecells	ATP_1mM	DMSO 0.1%_0
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_03_256	0.025889747977495214	-0.0007927885478682476	-0.0895093702578674	0.08950937025786661
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_00_256	0.0021790097025752297	0.00020091338179149452	0.03520049363830304	-0.03520049363830272
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_01_256	0.0023226473671601466	0.00021335980105662087	0.03398014723255393	-0.033980147232553624
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_02_256	0.0021468828538502294	0.0002006236745402937	0.034416875335683494	-0.03441687533568319
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_03_256	0.0025414786181875426	0.0002206748977851349	0.03663931176829277	-0.03663931176829244
Cytoplasm_Texture_DifferenceVariance_CorrER_3_00_256	0.0414233642836056	0.0010114137357192083	0.08532991176916155	-0.08532991176916079
Cytoplasm_Texture_DifferenceVariance_CorrER_3_01_256	0.03991613316173559	0.001000447718904599	0.08633824337302662	-0.08633824337302584
Cytoplasm_Texture_DifferenceVariance_CorrER_3_02_256	0.041491859339203296	0.0010145584247680671	0.08548995676525235	-0.08548995676525159
Cytoplasm_Texture_DifferenceVariance_CorrER_3_03_256	0.041666692366588376	0.001015504548711519	0.08890600335821416	-0.08890600335821337
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_00_256	0.1213983151777499	0.001653452409090098	0.36102009970890636	-0.36102009970890314
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_01_256	0.11987967827594581	0.001633419693856096	0.36440641176054767	-0.3644064117605444
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_02_256	0.12028266863431847	0.0016429179738766527	0.3570106005190411	-0.3570106005190379
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_03_256	0.1200089519980827	0.0016346819326409977	0.3628110494072424	-0.36281104940723913
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_00_256	0.1279704962832846	0.0017209725640691302	0.3692972935249883	-0.369297293524985
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_01_256	0.12620497474201242	0.001693464514101775	0.37507446765019214	-0.37507446765018876
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_02_256	0.12794573734660042	0.001718148447946039	0.3678505815960539	-0.36785058159605055
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_03_256	0.12647367518168906	0.001695562514172717	0.37406537308582566	-0.37406537308582233
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_00_256	0.005464354104231406	0.0002944657704337294	0.06213439337527116	-0.0621343933752706
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_01_256	0.004721935893002405	0.0002687546544491213	0.05992534010481507	-0.059925340104814526
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_02_256	0.0055120405605862954	0.0003001590236500709	0.06190808582437883	-0.06190808582437828
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_03_256	0.004764911912643388	0.0002710146182316756	0.05973399309340731	-0.059733993093406774
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_00_256	0.023325884101964012	0.0007216775195180702	0.08678161516550505	-0.08678161516550427
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_01_256	0.02232797070106407	0.0007062599218269259	0.08833825379657366	-0.08833825379657287
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_02_256	0.023331787852858166	0.0007200372483160601	0.08784220916536682	-0.08784220916536603
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_03_256	0.023195974094706195	0.0007199563519639938	0.08933625672563622	-0.08933625672563542
Cytoplasm_Texture_Entropy_CorrDNA_3_00_256	0.0034031226507850176	-0.0002688845424245417	-0.034673083508990406	0.034673083508990094
Cytoplasm_Texture_Entropy_CorrDNA_3_01_256	0.003097824850845643	-0.00025828443327119286	-0.03186203560076641	0.03186203560076613
Cytoplasm_Texture_Entropy_CorrDNA_3_02_256	0.003569199435091708	-0.0002778682594375293	-0.03385662925022899	0.033856629250228684
Cytoplasm_Texture_Entropy_CorrDNA_3_03_256	0.0032983540526447808	-0.00026706918091055155	-0.032310152743107605	0.032310152743107313
Cytoplasm_Texture_Entropy_CorrER_3_00_256	0.055536592183159095	-0.001246748435713167	-0.08637397950345985	0.08637397950345907
Cytoplasm_Texture_Entropy_CorrER_3_01_256	0.05342709012583724	-0.0012200379683399772	-0.08653233942704794	0.08653233942704716
Cytoplasm_Texture_Entropy_CorrER_3_02_256	0.05580808423239991	-0.0012522178685519445	-0.08720548638009032	0.08720548638008953
Cytoplasm_Texture_Entropy_CorrER_3_03_256	0.05409331054279165	-0.0012274632568947108	-0.0864589599265122	0.08645895992651144
Cytoplasm_Texture_Entropy_CorrGasdermin_3_00_256	0.12986076053925144	-0.0020025790912236575	-0.2685182405624912	0.26851824056248874
Cytoplasm_Texture_Entropy_CorrGasdermin_3_01_256	0.12801205094951762	-0.0019709093209170614	-0.27046325704788177	0.2704632570478793
Cytoplasm_Texture_Entropy_CorrGasdermin_3_02_256	0.129624337500856	-0.0019945765814892	-0.26859380232024566	0.26859380232024327
Cytoplasm_Texture_Entropy_CorrGasdermin_3_03_256	0.12831047787327066	-0.0019667633157361944	-0.2688938213010162	0.2688938213010138
Cytoplasm_Texture_Entropy_CorrMito_3_00_256	0.12781766098995362	-0.0019743865509261353	-0.2624783463580524	0.26247834635805
Cytoplasm_Texture_Entropy_CorrMito_3_01_256	0.12657214056918642	-0.0019517108402254877	-0.26482448584089985	0.26482448584089746
Cytoplasm_Texture_Entropy_CorrMito_3_02_256	0.1279490791590785	-0.0019709905351418364	-0.2636095623265219	0.26360956232651955
Cytoplasm_Texture_Entropy_CorrMito_3_03_256	0.12673231068704838	-0.0019449659721625454	-0.263075430189904	0.2630754301899016
Cytoplasm_Texture_Entropy_CorrPM_3_00_256	0.0023648806203920847	-0.00022137027007790793	-0.029888232600526345	0.029888232600526077
Cytoplasm_Texture_Entropy_CorrPM_3_01_256	0.002348268921718577	-0.0002188381074259995	-0.031424986936690776	0.0314249869366905
Cytoplasm_Texture_Entropy_CorrPM_3_02_256	0.002542162721184127	-0.00023142621496494164	-0.030573100840043325	0.03057310084004305
Cytoplasm_Texture_Entropy_CorrPM_3_03_256	0.002426689794189363	-0.00022399145400702874	-0.030960851700153627	0.030960851700153346
Cytoplasm_Texture_Entropy_CorrRNA_3_00_256	0.025489865478861562	-0.0007899586490870047	-0.07378897901366727	0.0737889790136666
Cytoplasm_Texture_Entropy_CorrRNA_3_01_256	0.025178048002078457	-0.0007851551955746272	-0.07583359047786657	0.07583359047786588
Cytoplasm_Texture_Entropy_CorrRNA_3_02_256	0.02586685502134578	-0.0007968209849459928	-0.07532733986629903	0.07532733986629836
Cytoplasm_Texture_Entropy_CorrRNA_3_03_256	0.025589440533239083	-0.0007917217746216898	-0.07501722611285526	0.0750172261128546
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_00_256	0.0006624514253663616	3.64912590418647e-06	-0.02737427371294812	0.02737427371294788
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_01_256	0.0007755042243107191	2.5000496610126917e-05	-0.026394830440262078	0.026394830440261842
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_02_256	0.00043458756623460104	-9.152728776346789e-05	-0.01769514258037764	0.01769514258037748
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_03_256	0.000558700045543481	-3.3060863085785797e-06	-0.024465937083461294	0.024465937083461075
Cytoplasm_Texture_InfoMeas1_CorrER_3_00_256	0.008352979254952375	-0.00043500499874885934	-0.0561544151119549	0.0561544151119544
Cytoplasm_Texture_InfoMeas1_CorrER_3_01_256	0.0059778957549413425	-0.0003483390656291575	-0.05569413658218829	0.055694136582187796
Cytoplasm_Texture_InfoMeas1_CorrER_3_02_256	0.01012585418897427	-0.0004798653874952094	-0.06333144595052921	0.06333144595052864
Cytoplasm_Texture_InfoMeas1_CorrER_3_03_256	0.007348103171481046	-0.0003767375501028032	-0.06527939041755408	0.0652793904175535
Cytoplasm_Texture_InfoMeas1_CorrGasdermin_3_00_256	0.03523445112025769	-0.0009908731295229659	-0.07260960363055552	0.07260960363055487
Cytoplasm_Texture_InfoMeas1_CorrGasdermin_3_01_256	0.029803666253157668	-0.0008882290289399735	-0.08614063697737706	0.08614063697737628
Cytoplasm_Texture_InfoMeas1_CorrGasdermin_3_02_256	0.035437983421525376	-0.000997620130351151	-0.07353957574917354	0.07353957574917287
Cytoplasm_Texture_InfoMeas1_CorrGasdermin_3_03_256	0.03166495205402442	-0.0009112660698836121	-0.08936044553652567	0.08936044553652486
Cytoplasm_Texture_InfoMeas1_CorrMito_3_00_256	0.021099190141101065	-0.0007642637199375542	-0.025336041065962663	0.025336041065962437
Cytoplasm_Texture_InfoMeas1_CorrMito_3_01_256	0.01867126191074786	-0.0007160241048327733	-0.046150242261869395	0.04615024226186898
Cytoplasm_Texture_InfoMeas1_CorrMito_3_02_256	0.021744840791357967	-0.0007791493844617759	-0.030047747509325894	0.03004774750932562
Cytoplasm_Texture_InfoMeas1_CorrMito_3_03_256	0.02010526747249819	-0.0007368087044043287	-0.05407948041836276	0.05407948041836227
Cytoplasm_Texture_InfoMeas1_CorrPM_3_00_256	0.012971670378144617	-0.00045435346641633595	-0.10223451688242152	0.1022345168824206
Cytoplasm_Texture_InfoMeas1_CorrPM_3_01_256	0.011358771825112024	-0.00040632156413190104	-0.09905234942931282	0.09905234942931193
Cytoplasm_Texture_InfoMeas1_CorrPM_3_02_256	0.013299745399740881	-0.00047334952044459847	-0.10037293451888585	0.10037293451888495
Cytoplasm_Texture_InfoMeas1_CorrPM_3_03_256	0.012370477002129454	-0.0004208403928319349	-0.10424778239410226	0.10424778239410133
Cytoplasm_Texture_InfoMeas1_CorrRNA_3_00_256	0.006481015995252748	-0.00037356076468201784	-0.05945562602115512	0.05945562602115458
Cytoplasm_Texture_InfoMeas1_CorrRNA_3_01_256	0.005659910629106979	-0.0003354531126572427	-0.059222613258247056	0.05922261325824653
Cytoplasm_Texture_InfoMeas1_CorrRNA_3_02_256	0.007488319406470545	-0.00040108655719893005	-0.06427665447477496	0.06427665447477438
Cytoplasm_Texture_InfoMeas1_CorrRNA_3_03_256	0.007357069903024982	-0.00037459761614856723	-0.06911624915611858	0.06911624915611797
Cytoplasm_Texture_InfoMeas2_CorrDNA_3_00_256	0.005098427108685577	-0.0003732126019220453	-0.04306985131271135	0.04306985131271096
Cytoplasm_Texture_InfoMeas2_CorrDNA_3_01_256	0.003312851672594097	-0.00028577334764145226	-0.022580103960469083	0.02258010396046888
Cytoplasm_Texture_InfoMeas2_CorrDNA_3_02_256	0.0042399682643691206	-0.00032567905701740864	-0.04685448265366288	0.04685448265366245
Cytoplasm_Texture_InfoMeas2_CorrDNA_3_03_256	0.003311127226560684	-0.000286845263325556	-0.024918254037499483	0.024918254037499258
Cytoplasm_Texture_InfoMeas2_CorrER_3_00_256	0.0028974029776169807	-0.0002958870496106848	-0.02526601524031396	0.025266015240313733
Cytoplasm_Texture_InfoMeas2_CorrER_3_01_256	0.002251381490386395	-0.0002423623355548145	-0.008775166016406748	0.00877516601640667
Cytoplasm_Texture_InfoMeas2_CorrER_3_02_256	0.0020107807038809433	-0.0002548515870557041	-0.019742087700387653	0.019742087700387476
Cytoplasm_Texture_InfoMeas2_CorrER_3_03_256	0.0024541690196030475	-0.00024163379587509374	-0.0011679396636006963	0.001167939663600686
Cytoplasm_Texture_InfoMeas2_CorrGasdermin_3_00_256	0.027364025383782242	-0.0006385491287859503	-0.20570887784872616	0.2057088778487243
Cytoplasm_Texture_InfoMeas2_CorrGasdermin_3_01_256	0.020721218210307146	-0.0005146100123139244	-0.16546999392442757	0.16546999392442607
Cytoplasm_Texture_InfoMeas2_CorrGasdermin_3_02_256	0.028473764802883328	-0.0006656489011296065	-0.21498514730792295	0.21498514730792104
Cytoplasm_Texture_InfoMeas2_CorrGasdermin_3_03_256	0.02024284576295987	-0.0005120831770613112	-0.16492368567811874	0.16492368567811724
Cytoplasm_Texture_InfoMeas2_CorrMito_3_00_256	0.03837643492535803	-0.000800055924411285	-0.22968746001948848	0.22968746001948642
Cytoplasm_Texture_InfoMeas2_CorrMito_3_01_256	0.03184358356744943	-0.0006968024614364217	-0.1987768476544451	0.1987768476544433
Cytoplasm_Texture_InfoMeas2_CorrMito_3_02_256	0.038835916192287545	-0.0008119128918868784	-0.2334568312236946	0.2334568312236925
Cytoplasm_Texture_InfoMeas2_CorrMito_3_03_256	0.030717275499282826	-0.0006877543092189366	-0.1922872122109952	0.19228721221099346
Cytoplasm_Texture_InfoMeas2_CorrPM_3_00_256	0.004368001891314033	0.0002655844849047912	0.05887281682564888	-0.05887281682564834
Cytoplasm_Texture_InfoMeas2_CorrPM_3_01_256	0.004521853224537797	0.00026013923076616496	0.06139945653497719	-0.06139945653497664
Cytoplasm_Texture_InfoMeas2_CorrPM_3_02_256	0.004163141661066572	0.00026265306469216125	0.056137399893661066	-0.05613739989366057
Cytoplasm_Texture_InfoMeas2_CorrPM_3_03_256	0.00480457806635981	0.0002584398377392097	0.06436847452048534	-0.06436847452048478
Cytoplasm_Texture_InfoMeas2_CorrRNA_3_00_256	0.0016206502296887138	-0.00021994489158471187	-0.023340749713991256	0.023340749713991044
Cytoplasm_Texture_InfoMeas2_CorrRNA_3_01_256	0.001012983539780965	-0.00016720239182434375	-0.012212687817303832	0.012212687817303723
Cytoplasm_Texture_InfoMeas2_CorrRNA_3_02_256	0.0012977718282450867	-0.00019517291178914714	-0.021859707478521367	0.021859707478521173
Cytoplasm_Texture_InfoMeas2_CorrRNA_3_03_256	0.0008081432113513642	-0.0001413778924685816	-0.002135538240784685	0.002135538240784666
Cytoplasm_Texture_InverseDifferenceMoment_CorrDNA_3_00_256	0.004741137537663032	0.00031792966289150406	0.04711109252185848	-0.04711109252185806
Cytoplasm_Texture_InverseDifferenceMoment_CorrDNA_3_01_256	0.004413879934619169	0.0003123732485966901	0.04246771241802705	-0.04246771241802667
Cytoplasm_Texture_InverseDifferenceMoment_CorrDNA_3_02_256	0.0048797001639425686	0.00033232392740034937	0.04454640411808389	-0.044546404118083485
Cytoplasm_Texture_InverseDifferenceMoment_CorrDNA_3_03_256	0.004973145000550017	0.00032875946377301004	0.045758632289962006	-0.0457586322899616
Cytoplasm_Texture_InverseDifferenceMoment_CorrER_3_00_256	0.05454854451501523	0.0012858197174221819	0.09312695128325976	-0.09312695128325892
Cytoplasm_Texture_InverseDifferenceMoment_CorrER_3_01_256	0.05250818518595968	0.0012355254093181518	0.08998030933672044	-0.08998030933671963
Cytoplasm_Texture_InverseDifferenceMoment_CorrER_3_02_256	0.05575191990166106	0.0013074391413446323	0.09293613706630163	-0.0929361370663008
Cytoplasm_Texture_InverseDifferenceMoment_CorrER_3_03_256	0.053695091527107275	0.0012529110131107597	0.09246333957190211	-0.09246333957190128
Cytoplasm_Texture_InverseDifferenceMoment_CorrGasdermin_3_00_256	0.13625018978737624	0.0022590954771859835	0.23637676039699945	-0.23637676039699734
Cytoplasm_Texture_InverseDifferenceMoment_CorrGasdermin_3_01_256	0.13191392628610588	0.002133813152393069	0.246322787863399	-0.24632278786339676
Cytoplasm_Texture_InverseDifferenceMoment_CorrGasdermin_3_02_256	0.13685710386163585	0.002240281218771612	0.2368412161330063	-0.23684121613300416
Cytoplasm_Texture_InverseDifferenceMoment_CorrGasdermin_3_03_256	0.13254778781515253	0.002118506123199735	0.24481477872858298	-0.2448147787285808
Cytoplasm_Texture_InverseDifferenceMoment_CorrMito_3_00_256	0.13348625758281774	0.0022944314472142747	0.2297955737093631	-0.22979557370936107
Cytoplasm_Texture_InverseDifferenceMoment_CorrMito_3_01_256	0.12988860674063218	0.0021674158316025887	0.23958618935983655	-0.23958618935983442
Cytoplasm_Texture_InverseDifferenceMoment_CorrMito_3_02_256	0.13470129948891763	0.002282569646184071	0.23277795576755717	-0.23277795576755506
Cytoplasm_Texture_InverseDifferenceMoment_CorrMito_3_03_256	0.13067986231432105	0.0021481324502831624	0.23866548916718816	-0.238665489167186
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_00_256	0.011677509092759997	0.0005093028913313856	0.08044479228186134	-0.0804447922818606
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_01_256	0.010132454915077527	0.0004722529030346669	0.07381675028746078	-0.07381675028746011
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_02_256	0.012901942433074853	0.0005502896025249101	0.08170015504189375	-0.08170015504189301
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_03_256	0.010126060995193087	0.0004754790039498103	0.0723974526248369	-0.07239745262483625
Cytoplasm_Texture_InverseDifferenceMoment_CorrRNA_3_00_256	0.02886161401165821	0.000893269719888311	0.08932844324448608	-0.08932844324448527
Cytoplasm_Texture_InverseDifferenceMoment_CorrRNA_3_01_256	0.02854225714616765	0.0008746350971388494	0.08865018697056981	-0.088650186970569
Cytoplasm_Texture_InverseDifferenceMoment_CorrRNA_3_02_256	0.030300416974650135	0.0009197977938166472	0.09053294304459969	-0.09053294304459888
Cytoplasm_Texture_InverseDifferenceMoment_CorrRNA_3_03_256	0.029378865228177453	0.0008940139741894453	0.08924307888463306	-0.08924307888463226
Cytoplasm_Texture_SumAverage_CorrDNA_3_00_256	0.0004246660717156514	-0.00010057550982854905	-0.005682888515229509	0.005682888515229458
Cytoplasm_Texture_SumAverage_CorrDNA_3_01_256	0.0003973803165496781	-9.725739431345515e-05	-0.004499255390341561	0.004499255390341521
Cytoplasm_Texture_SumAverage_CorrDNA_3_02_256	0.0004305588717913311	-0.00010139582935105208	-0.0060469572337076664	0.006046957233707612
Cytoplasm_Texture_SumAverage_CorrDNA_3_03_256	0.0004212679803836661	-0.00010018716862114445	-0.005216796631400555	0.005216796631400508
Cytoplasm_Texture_SumAverage_CorrER_3_00_256	0.028103830805783048	-0.0007452583214622472	-0.04221486318184697	0.0422148631818466
Cytoplasm_Texture_SumAverage_CorrER_3_01_256	0.028511855868911473	-0.0007499362279536006	-0.04247534770043352	0.04247534770043314
Cytoplasm_Texture_SumAverage_CorrER_3_02_256	0.028174209352730628	-0.0007474119559702058	-0.04233417368867142	0.04233417368867104
Cytoplasm_Texture_SumAverage_CorrER_3_03_256	0.028365737740381203	-0.0007491696050086851	-0.04238830092715964	0.042388300927159256
Cytoplasm_Texture_SumAverage_CorrGasdermin_3_00_256	0.11105363333784257	-0.0019484713898821314	-0.23657912263049186	0.23657912263048972
Cytoplasm_Texture_SumAverage_CorrGasdermin_3_01_256	0.11114976253117603	-0.0019492943688292415	-0.2345391004301564	0.23453910043015433
Cytoplasm_Texture_SumAverage_CorrGasdermin_3_02_256	0.11149456373719491	-0.0019487052697220136	-0.23655920942311004	0.2365592094231079
Cytoplasm_Texture_SumAverage_CorrGasdermin_3_03_256	0.11124964015910366	-0.0019512288724523148	-0.23540455039693098	0.23540455039692884
Cytoplasm_Texture_SumAverage_CorrMito_3_00_256	0.11320074285027648	-0.0019551270041700884	-0.2553777001256144	0.25537770012561206
Cytoplasm_Texture_SumAverage_CorrMito_3_01_256	0.11329898857720933	-0.001959215134902678	-0.2536016855692518	0.2536016855692495
Cytoplasm_Texture_SumAverage_CorrMito_3_02_256	0.11353351531087275	-0.0019565366409310656	-0.25537606224517057	0.25537606224516823
Cytoplasm_Texture_SumAverage_CorrMito_3_03_256	0.11338755270135903	-0.0019589193362269624	-0.2542418833281028	0.25424188332810055
Cytoplasm_Texture_SumAverage_CorrPM_3_00_256	0.0034159300503965317	-0.00019965025265333857	-0.05793841296620102	0.057938412966200496
Cytoplasm_Texture_SumAverage_CorrPM_3_01_256	0.003455067112147603	-0.00020678429790238508	-0.05743885330848254	0.05743885330848203
Cytoplasm_Texture_SumAverage_CorrPM_3_02_256	0.0034534074351230126	-0.0002015875278504416	-0.05806966978697527	0.05806966978697475
Cytoplasm_Texture_SumAverage_CorrPM_3_03_256	0.0035452101614878995	-0.00020862235911765347	-0.058240041201969725	0.0582400412019692
Cytoplasm_Texture_SumAverage_CorrRNA_3_00_256	0.016258819744117914	-0.0005937205066361327	-0.057382211888281714	0.0573822118882812
Cytoplasm_Texture_SumAverage_CorrRNA_3_01_256	0.01646032607975545	-0.0005970659363669346	-0.057301417710185557	0.05730141771018504
Cytoplasm_Texture_SumAverage_CorrRNA_3_02_256	0.01638701588542102	-0.0005964436608182786	-0.05757462366905215	0.05757462366905163
Cytoplasm_Texture_SumAverage_CorrRNA_3_03_256	0.0165278369921511	-0.0005993179162918925	-0.057429742428568534	0.05742974242856802
Cytoplasm_Texture_SumEntropy_CorrDNA_3_00_256	0.0031545149312802723	-0.0002624458359963635	-0.030555865183341233	0.030555865183340955
Cytoplasm_Texture_SumEntropy_CorrDNA_3_01_256	0.0028649898236204896	-0.00025109536781726244	-0.028066438844135996	0.028066438844135747
Cytoplasm_Texture_SumEntropy_CorrDNA_3_02_256	0.003129040246386161	-0.0002614871286095789	-0.030379775158181133	0.03037977515818086
Cytoplasm_Texture_SumEntropy_CorrDNA_3_03_256	0.0029837384677040557	-0.00025564537688380746	-0.029168941224756606	0.029168941224756342
Cytoplasm_Texture_SumEntropy_CorrER_3_00_256	0.04533386735702005	-0.0011007258127733847	-0.07349661849196547	0.07349661849196482
Cytoplasm_Texture_SumEntropy_CorrER_3_01_256	0.04286046998362658	-0.0010706900510870049	-0.07116165747133688	0.07116165747133622
Cytoplasm_Texture_SumEntropy_CorrER_3_02_256	0.04489673776387515	-0.0010953546293398673	-0.07341213540450131	0.07341213540450064
Cytoplasm_Texture_SumEntropy_CorrER_3_03_256	0.04315595149892815	-0.00107359054669532	-0.06951921153387418	0.06951921153387355
Cytoplasm_Texture_SumEntropy_CorrGasdermin_3_00_256	0.11442602777672639	-0.0017436325258924545	-0.27595071470775606	0.2759507147077536
Cytoplasm_Texture_SumEntropy_CorrGasdermin_3_01_256	0.11083414270047509	-0.0017098723029323273	-0.2715927533630454	0.27159275336304295
Cytoplasm_Texture_SumEntropy_CorrGasdermin_3_02_256	0.11421577748741685	-0.0017405727579661563	-0.275972671677624	0.2759726716776215
Cytoplasm_Texture_SumEntropy_CorrGasdermin_3_03_256	0.11115072697308725	-0.0017149231858939028	-0.2710039686008309	0.2710039686008285
Cytoplasm_Texture_SumEntropy_CorrMito_3_00_256	0.11573556468889379	-0.0017429236174609994	-0.27158021098155444	0.271580210981552
Cytoplasm_Texture_SumEntropy_CorrMito_3_01_256	0.11312824980377423	-0.0017130609360942533	-0.27105596778180263	0.2710559677818002
Cytoplasm_Texture_SumEntropy_CorrMito_3_02_256	0.1156423282492336	-0.001740966089818754	-0.2720963209841744	0.27209632098417197
Cytoplasm_Texture_SumEntropy_CorrMito_3_03_256	0.11308834582533323	-0.0017146935109890067	-0.26953099594146773	0.2695309959414653
Cytoplasm_Texture_SumEntropy_CorrPM_3_00_256	0.0007355253831073938	-0.00012763368794085908	-0.011634652754713919	0.011634652754713815
Cytoplasm_Texture_SumEntropy_CorrPM_3_01_256	0.0005013419803764352	-0.00010569824393135617	-0.009407456950929078	0.009407456950928993
Cytoplasm_Texture_SumEntropy_CorrPM_3_02_256	0.000715705704010472	-0.00012567524737679223	-0.01210224027844966	0.01210224027844955
Cytoplasm_Texture_SumEntropy_CorrPM_3_03_256	0.0005249374362064074	-0.00010847741453899005	-0.00884478288008739	0.008844782880087311
Cytoplasm_Texture_SumEntropy_CorrRNA_3_00_256	0.02064008393807859	-0.0007022748118084318	-0.0634496765287092	0.06344967652870862
Cytoplasm_Texture_SumEntropy_CorrRNA_3_01_256	0.01896522282242863	-0.0006732090006918334	-0.06194759050620184	0.061947590506201286
Cytoplasm_Texture_SumEntropy_CorrRNA_3_02_256	0.020393556771962973	-0.0006967476856242263	-0.06421908095259667	0.0642190809525961
Cytoplasm_Texture_SumEntropy_CorrRNA_3_03_256	0.019152711620774254	-0.00067683674842622	-0.0603335707221775	0.06033357072217696
Cytoplasm_Texture_SumVariance_CorrDNA_3_00_256	0.00028657478037041884	-4.273548498342457e-05	-0.018938774815011734	0.01893877481501156
Cytoplasm_Texture_SumVariance_CorrDNA_3_01_256	0.00029661644824596767	-4.4284475257349335e-05	-0.019252278503570558	0.019252278503570384
Cytoplasm_Texture_SumVariance_CorrDNA_3_02_256	0.00028725991053213384	-4.366584967410311e-05	-0.018993898142214995	0.018993898142214822
Cytoplasm_Texture_SumVariance_CorrDNA_3_03_256	0.0002829248898096326	-4.391155709357394e-05	-0.01875721505120128	0.01875721505120111
Cytoplasm_Texture_SumVariance_CorrER_3_00_256	0.0006909538140084104	-8.298549821432627e-05	-0.0030431859669770604	0.0030431859669770326
Cytoplasm_Texture_SumVariance_CorrER_3_01_256	0.0006738960228628299	-8.150436031771736e-05	-0.0030707194288617885	0.003070719428861761
Cytoplasm_Texture_SumVariance_CorrER_3_02_256	0.0006886861685321266	-8.271415649370417e-05	-0.00312675777703104	0.0031267577770310124
Cytoplasm_Texture_SumVariance_CorrER_3_03_256	0.0006601132559499456	-8.105663673093578e-05	-0.002895643709140165	0.002895643709140139
Cytoplasm_Texture_SumVariance_CorrGasdermin_3_00_256	0.01648383021011779	-0.0004828712266567195	-0.02349455651474156	0.02349455651474135
Cytoplasm_Texture_SumVariance_CorrGasdermin_3_01_256	0.015989946820811674	-0.0004589416604010095	-0.022125794171882984	0.022125794171882786
Cytoplasm_Texture_SumVariance_CorrGasdermin_3_02_256	0.016417058309710186	-0.0004708934347132359	-0.023210080934827064	0.023210080934826856
Cytoplasm_Texture_SumVariance_CorrGasdermin_3_03_256	0.01562069342982586	-0.0004980899260562647	-0.024289326881929904	0.024289326881929686
Cytoplasm_Texture_SumVariance_CorrMito_3_00_256	0.034663423338873955	-0.0007661067051352635	-0.04247380045386659	0.04247380045386621
Cytoplasm_Texture_SumVariance_CorrMito_3_01_256	0.03379425495583688	-0.0007632684711565013	-0.04224160525066971	0.04224160525066933
Cytoplasm_Texture_SumVariance_CorrMito_3_02_256	0.034389230630391565	-0.0007678945225574925	-0.04307356057895278	0.04307356057895239
Cytoplasm_Texture_SumVariance_CorrMito_3_03_256	0.03368336834955088	-0.0007557980944852065	-0.042373813581704466	0.042373813581704084
Cytoplasm_Texture_SumVariance_CorrPM_3_00_256	0.0004995239754391756	-0.0001326122788255329	-0.014021676185122484	0.014021676185122357
Cytoplasm_Texture_SumVariance_CorrPM_3_01_256	0.00046933618188349513	-0.0001298353021469259	-0.01393372947719515	0.013933729477195024
Cytoplasm_Texture_SumVariance_CorrPM_3_02_256	0.0004720159694064918	-0.0001292807944360174	-0.014227698866098204	0.014227698866098076
Cytoplasm_Texture_SumVariance_CorrPM_3_03_256	0.0004857749127994415	-0.00012912438578939868	-0.014225772091126465	0.014225772091126335
Cytoplasm_Texture_SumVariance_CorrRNA_3_00_256	0.00018242755734987348	-4.2991256045842015e-05	-0.005370964042141405	0.005370964042141357
Cytoplasm_Texture_SumVariance_CorrRNA_3_01_256	0.00018124108782202608	-4.278041274467478e-05	-0.005291939978866801	0.005291939978866753
Cytoplasm_Texture_SumVariance_CorrRNA_3_02_256	0.00018389750479974598	-4.327135558737183e-05	-0.0054144695376028016	0.005414469537602752
Cytoplasm_Texture_SumVariance_CorrRNA_3_03_256	0.0001823300200778366	-4.3147375070641285e-05	-0.005384284628368219	0.0053842846283681705
Cytoplasm_Texture_Variance_CorrDNA_3_00_256	0.00029919465576422333	-4.484586753889874e-05	-0.019261350615916543	0.01926135061591637
Cytoplasm_Texture_Variance_CorrDNA_3_01_256	0.00031655456271262317	-4.7643369886825465e-05	-0.0197153013560515	0.01971530135605132
