feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0
Cytoplasm_Texture_Contrast_CorrDNA_3_02_256	0.005240580320099553	-0.0005271632326967874	0.0
Cytoplasm_Texture_Contrast_CorrDNA_3_03_256	0.004152235070680299	-0.00046580817999518413	0.0
Cytoplasm_Texture_Contrast_CorrER_3_00_256	0.002047791396677656	-0.0002367719725703004	0.0
Cytoplasm_Texture_Contrast_CorrER_3_01_256	0.0020259493670755635	-0.00021018216253774753	0.0
Cytoplasm_Texture_Contrast_CorrER_3_02_256	0.001930345495657848	-0.0001961755272998032	0.0
Cytoplasm_Texture_Contrast_CorrER_3_03_256	0.001408238236241921	-0.00018607336918461707	0.0
Cytoplasm_Texture_Contrast_CorrGasdermin_3_00_256	0.0009531796754640443	-0.00013885122189440845	0.0
Cytoplasm_Texture_Contrast_CorrGasdermin_3_01_256	0.001080066229693033	-0.00014172612558420938	0.0
Cytoplasm_Texture_Contrast_CorrGasdermin_3_02_256	0.0009237652497927629	-0.00011385945677560349	0.0
Cytoplasm_Texture_Contrast_CorrGasdermin_3_03_256	0.0012307068514194608	-0.00011814887610506924	0.0
Cytoplasm_Texture_Contrast_CorrMito_3_00_256	0.002368669912098831	-0.00033080600869871883	0.0
Cytoplasm_Texture_Contrast_CorrMito_3_01_256	0.0030117028118397116	-0.0003001236206939574	0.0
Cytoplasm_Texture_Contrast_CorrMito_3_02_256	0.0031292475910539297	-0.0003063075504889848	0.0
Cytoplasm_Texture_Contrast_CorrMito_3_03_256	0.0029817601046283615	-0.0003572479743834476	0.0
Cytoplasm_Texture_Contrast_CorrPM_3_00_256	0.005965691439122733	-0.0007906313660783914	0.0
Cytoplasm_Texture_Contrast_CorrPM_3_01_256	0.006919414776915267	-0.0007984347549724999	0.0
Cytoplasm_Texture_Contrast_CorrPM_3_02_256	0.011372088642136013	-0.000939152808564894	0.0
Cytoplasm_Texture_Contrast_CorrPM_3_03_256	0.006478777499828836	-0.0008090010656075124	0.0
Cytoplasm_Texture_Contrast_CorrRNA_3_00_256	0.00035541245479897565	-0.00019654528480184032	0.0
Cytoplasm_Texture_Contrast_CorrRNA_3_01_256	0.0005651102384642837	-0.00013809779570764902	0.0
Cytoplasm_Texture_Contrast_CorrRNA_3_02_256	0.00044772147457694533	-0.0001059102977716968	0.0
Cytoplasm_Texture_Contrast_CorrRNA_3_03_256	0.0002846783561523125	-0.0001225769918237142	0.0
Cytoplasm_Texture_Correlation_CorrDNA_3_00_256	2.9275029708175637e-06	1.307626550021234e-05	0.0
Cytoplasm_Texture_Correlation_CorrDNA_3_01_256	4.380142470949977e-08	1.5265886986954128e-06	0.0
Cytoplasm_Texture_Correlation_CorrDNA_3_02_256	4.85605573331549e-05	5.2827924326508116e-05	0.0
Cytoplasm_Texture_Correlation_CorrDNA_3_03_256	4.557949582539855e-06	-1.5410639545018943e-05	0.0
Cytoplasm_Texture_Correlation_CorrER_3_00_256	0.0022076009178543243	0.00034400903889223117	0.0
Cytoplasm_Texture_Correlation_CorrER_3_01_256	0.002939446433449344	0.00039746769538879346	0.0
Cytoplasm_Texture_Correlation_CorrER_3_02_256	0.0022196408617871644	0.00035306390411729723	0.0
Cytoplasm_Texture_Correlation_CorrER_3_03_256	0.0033009357596333055	0.00043145143955370145	0.0
Cytoplasm_Texture_Correlation_CorrGasdermin_3_00_256	0.0008262096003036623	0.00020422889861480538	0.0
Cytoplasm_Texture_Correlation_CorrGasdermin_3_01_256	0.0013178500730063325	0.0002610087754887251	0.0
Cytoplasm_Texture_Correlation_CorrGasdermin_3_02_256	0.0008011060113453095	0.00019948639534384327	0.0
Cytoplasm_Texture_Correlation_CorrGasdermin_3_03_256	0.001550810514810541	0.0002821160258835731	0.0
Cytoplasm_Texture_Correlation_CorrMito_3_00_256	1.4599110579327501e-06	-8.416765463680528e-06	0.0
Cytoplasm_Texture_Correlation_CorrMito_3_01_256	6.220426234326837e-05	5.540706236528637e-05	0.0
Cytoplasm_Texture_Correlation_CorrMito_3_02_256	1.9112828895107015e-06	-9.693539643838259e-06	0.0
Cytoplasm_Texture_Correlation_CorrMito_3_03_256	0.00013942384294229893	8.374755005790588e-05	0.0
Cytoplasm_Texture_Correlation_CorrPM_3_00_256	0.0006162583188151771	0.00017986274938291925	0.0
Cytoplasm_Texture_Correlation_CorrPM_3_01_256	0.0008041622276336868	0.00020543211965189334	0.0
Cytoplasm_Texture_Correlation_CorrPM_3_02_256	0.0007064116306603196	0.00019150006951817894	0.0
Cytoplasm_Texture_Correlation_CorrPM_3_03_256	0.0007040538275209229	0.00019259491762087748	0.0
Cytoplasm_Texture_Correlation_CorrRNA_3_00_256	0.0002709054578806658	0.00011923202049697833	0.0
Cytoplasm_Texture_Correlation_CorrRNA_3_01_256	0.0007861683453032065	0.00020523840907222298	0.0
Cytoplasm_Texture_Correlation_CorrRNA_3_02_256	0.00022460913110988745	0.00010714414991488678	0.0
Cytoplasm_Texture_Correlation_CorrRNA_3_03_256	0.001025676848714352	0.0002361394291088577	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_00_256	0.010664894826363791	-0.0007286977192561472	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_01_256	0.010003787426540178	-0.0007046556599941419	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_02_256	0.010772877730187869	-0.0007354443071209895	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_03_256	0.01018084964692656	-0.0007123842875239152	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_00_256	0.022714866724493077	-0.001151500633262355	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_01_256	0.021090404169791577	-0.001102432944388676	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_02_256	0.023309699004176787	-0.0011733562595967694	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_03_256	0.021839684002728843	-0.0011114591446406185	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_00_256	0.007354501966982396	-0.0006573380337316373	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_01_256	0.007201743469740229	-0.0006469499424828996	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_02_256	0.008067541611216145	-0.0006867320744413134	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_03_256	0.008178465748703512	-0.0006810981431089643	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_00_256	0.00801186444283386	-0.0006955209135741562	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_01_256	0.00796527302054506	-0.0006898098382635234	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_02_256	0.00853816627188475	-0.0007165308850764413	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_03_256	0.008913077475808384	-0.0007197396682141444	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_00_256	0.018428691518416418	-0.0010033326361126762	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_01_256	0.016292690581353186	-0.000945391057757409	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_02_256	0.0194173062154418	-0.00104063002721017	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_03_256	0.01683551674695072	-0.0009512057201462854	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_00_256	0.01690709031041948	-0.0009690642383525231	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_01_256	0.016493265911805555	-0.000953770047723357	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_02_256	0.017604767003294497	-0.000986675129196065	0.0
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_03_256	0.017321310023440506	-0.0009686276489176976	0.0
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_00_256	0.006935090320781434	0.0005880592822885774	0.0
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_01_256	0.007495252381711226	0.0006107524715427931	0.0
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_02_256	0.006829483764718591	0.0005828267220501743	0.0
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_03_256	0.007695065232526055	0.0006187024019075911	0.0
Cytoplasm_Texture_DifferenceVariance_CorrER_3_00_256	0.020334926459469216	0.0010126670775711156	0.0
Cytoplasm_Texture_DifferenceVariance_CorrER_3_01_256	0.01942061294334363	0.0009902964462308573	0.0
Cytoplasm_Texture_DifferenceVariance_CorrER_3_02_256	0.020440438479667256	0.0010143306984754718	0.0
Cytoplasm_Texture_DifferenceVariance_CorrER_3_03_256	0.019741370826149462	0.0009947170358054172	0.0
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_00_256	0.004638378532464182	0.0004742859117051134	0.0
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_01_256	0.004504195365588992	0.0004671644300747812	0.0
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_02_256	0.004880965899238032	0.0004872071512494535	0.0
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_03_256	0.004674807772165779	0.00047583155180595864	0.0
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_00_256	0.0064315356771599275	0.0005646181092045061	0.0
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_01_256	0.006234339210321349	0.000554994501923417	0.0
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_02_256	0.0065288455860419425	0.0005695558887257175	0.0
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_03_256	0.0064177990653842	0.00056250101905661	0.0
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_00_256	0.01893945709640321	0.0009811734464375626	0.0
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_01_256	0.017017025506750327	0.0009339646853177534	0.0
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_02_256	0.019439208162882138	0.000995688182150275	0.0
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_03_256	0.01661225371458841	0.0009239166176304651	0.0
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_00_256	0.015642595501018763	0.0008751332675707462	0.0
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_01_256	0.014794360209814283	0.0008538132616409738	0.0
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_02_256	0.015707974007582615	0.000876491709207373	0.0
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_03_256	0.014889338242334738	0.0008548431336651095	0.0
Cytoplasm_Texture_Entropy_CorrDNA_3_00_256	0.008517157118342111	-0.0006458980150403191	0.0
Cytoplasm_Texture_Entropy_CorrDNA_3_01_256	0.008335519036267836	-0.0006390018590187497	0.0
Cytoplasm_Texture_Entropy_CorrDNA_3_02_256	0.008644173029499047	-0.0006514254912503701	0.0
Cytoplasm_Texture_Entropy_CorrDNA_3_03_256	0.008425198645858223	-0.0006424472773139555	0.0
Cytoplasm_Texture_Entropy_CorrER_3_00_256	0.0178664922553321	-0.0009854549582983363	0.0
Cytoplasm_Texture_Entropy_CorrER_3_01_256	0.01691685857613734	-0.0009577405939566848	0.0
Cytoplasm_Texture_Entropy_CorrER_3_02_256	0.018270398218059758	-0.0009993124503343937	0.0
Cytoplasm_Texture_Entropy_CorrER_3_03_256	0.016685828877040954	-0.0009508220657043165	0.0
Cytoplasm_Texture_Entropy_CorrGasdermin_3_00_256	0.006021619897986552	-0.0005675956108362211	0.0
Cytoplasm_Texture_Entropy_CorrGasdermin_3_01_256	0.005845218645900152	-0.0005590186328843472	0.0
Cytoplasm_Texture_Entropy_CorrGasdermin_3_02_256	0.006291592995035233	-0.0005810014598731435	0.0
Cytoplasm_Texture_Entropy_CorrGasdermin_3_03_256	0.00612075004457957	-0.0005710736434870336	0.0
Cytoplasm_Texture_Entropy_CorrMito_3_00_256	0.007096855660966295	-0.0006201214719333271	0.0
Cytoplasm_Texture_Entropy_CorrMito_3_01_256	0.006968080688563916	-0.0006148930703036569	0.0
Cytoplasm_Texture_Entropy_CorrMito_3_02_256	0.007238707239713538	-0.0006272143384528722	0.0
Cytoplasm_Texture_Entropy_CorrMito_3_03_256	0.007277223174705916	-0.0006265944260614596	0.0
Cytoplasm_Texture_Entropy_CorrPM_3_00_256	0.007460556733524304	-0.0006148359461298889	0.0
Cytoplasm_Texture_Entropy_CorrPM_3_01_256	0.00724233994045187	-0.0006078142456998419	0.0
Cytoplasm_Texture_Entropy_CorrPM_3_02_256	0.007723371175444971	-0.0006280783524925307	0.0
Cytoplasm_Texture_Entropy_CorrPM_3_03_256	0.0074140847813668476	-0.0006144254942393285	0.0
Cytoplasm_Texture_Entropy_CorrRNA_3_00_256	0.011610653766701673	-0.000770520273858466	0.0
Cytoplasm_Texture_Entropy_CorrRNA_3_01_256	0.011456169262532678	-0.0007673209037900298	0.0
Cytoplasm_Texture_Entropy_CorrRNA_3_02_256	0.012074276700187014	-0.0007878378993214298	0.0
Cytoplasm_Texture_Entropy_CorrRNA_3_03_256	0.011526140843228116	-0.0007689142116491886	0.0
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_00_256	0.0004137666770523962	-0.0001476716650100939	0.0
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_01_256	3.2435954400278355e-05	4.037058799669834e-05	0.0
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_02_256	0.0008302241174629188	-0.00020659509460307481	0.0
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_03_256	1.0827248630995712e-07	-2.3242905779417667e-06	0.0
Cytoplasm_Texture_InfoMeas1_CorrER_3_00_256	0.007633717326062994	-0.0006245888808730309	0.0
Cytoplasm_Texture_InfoMeas1_CorrER_3_01_256	0.005342316654103563	-0.000519329022622091	0.0
Cytoplasm_Texture_InfoMeas1_CorrER_3_02_256	0.008458194302589539	-0.0006578935018918635	0.0
Cytoplasm_Texture_InfoMeas1_CorrER_3_03_256	0.005363751744238976	-0.0005180988111761477	0.0
Cytoplasm_Texture_InfoMeas1_CorrGasdermin_3_00_256	0.0033224135564559054	-0.0004125299281643165	0.0
Cytoplasm_Texture_InfoMeas1_CorrGasdermin_3_01_256	0.002590850961180502	-0.0003632036110759467	0.0
Cytoplasm_Texture_InfoMeas1_CorrGasdermin_3_02_256	0.004520813239111687	-0.0004799959607706532	0.0
Cytoplasm_Texture_InfoMeas1_CorrGasdermin_3_03_256	0.0034859920000893663	-0.0004178520482310271	0.0
Cytoplasm_Texture_InfoMeas1_CorrMito_3_00_256	0.0014250686357722975	-0.00026856250266025903	0.0
Cytoplasm_Texture_InfoMeas1_CorrMito_3_01_256	0.0011882394682747321	-0.00024496264015453923	0.0
Cytoplasm_Texture_InfoMeas1_CorrMito_3_02_256	0.0018991748849420675	-0.0003085741536618276	0.0
Cytoplasm_Texture_InfoMeas1_CorrMito_3_03_256	0.0018831773137018004	-0.00030531700491995224	0.0
Cytoplasm_Texture_InfoMeas1_CorrPM_3_00_256	0.004572467049975715	-0.0004873800217000764	0.0
Cytoplasm_Texture_InfoMeas1_CorrPM_3_01_256	0.003692425672102817	-0.00043522751387997693	0.0
Cytoplasm_Texture_InfoMeas1_CorrPM_3_02_256	0.0054619261102042405	-0.0005294005389917654	0.0
Cytoplasm_Texture_InfoMeas1_CorrPM_3_03_256	0.00362130350500689	-0.00043019771764198967	0.0
Cytoplasm_Texture_InfoMeas1_CorrRNA_3_00_256	0.00492788745339523	-0.0005072681450299286	0.0
Cytoplasm_Texture_InfoMeas1_CorrRNA_3_01_256	0.003878637286187314	-0.00044785551195766906	0.0
Cytoplasm_Texture_InfoMeas1_CorrRNA_3_02_256	0.005496588433630434	-0.0005322826598038365	0.0
Cytoplasm_Texture_InfoMeas1_CorrRNA_3_03_256	0.004264625080352746	-0.00046643964317985006	0.0
Cytoplasm_Texture_InfoMeas2_CorrDNA_3_00_256	0.006512594456091314	-0.0005865476586506957	0.0
Cytoplasm_Texture_InfoMeas2_CorrDNA_3_01_256	0.006548509290853821	-0.0005730067433798572	0.0
Cytoplasm_Texture_InfoMeas2_CorrDNA_3_02_256	0.006036218493273848	-0.0005620578212962252	0.0
Cytoplasm_Texture_InfoMeas2_CorrDNA_3_03_256	0.0064398098264594195	-0.0005715733496686288	0.0
Cytoplasm_Texture_InfoMeas2_CorrER_3_00_256	0.000246056899619318	0.00010904560521009718	0.0
Cytoplasm_Texture_InfoMeas2_CorrER_3_01_256	0.0002927160771500903	0.00012172300785258845	0.0
Cytoplasm_Texture_InfoMeas2_CorrER_3_02_256	0.00026351844625549514	0.00011918541680911774	0.0
Cytoplasm_Texture_InfoMeas2_CorrER_3_03_256	0.0002197987390750722	0.0001060719878116234	0.0
Cytoplasm_Texture_InfoMeas2_CorrGasdermin_3_00_256	0.00020611269160519807	9.913890882939038e-05	0.0
Cytoplasm_Texture_InfoMeas2_CorrGasdermin_3_01_256	0.000230561724693934	0.00010575315995073624	0.0
Cytoplasm_Texture_InfoMeas2_CorrGasdermin_3_02_256	0.0002355875781345773	0.00010756480234863778	0.0
Cytoplasm_Texture_InfoMeas2_CorrGasdermin_3_03_256	0.0002736782573937724	0.00011589182353921644	0.0
Cytoplasm_Texture_InfoMeas2_CorrMito_3_00_256	7.502655606805853e-05	-5.902904576635447e-05	0.0
Cytoplasm_Texture_InfoMeas2_CorrMito_3_01_256	4.3151516343375995e-05	-4.4873833728403815e-05	0.0
Cytoplasm_Texture_InfoMeas2_CorrMito_3_02_256	9.565759842089516e-05	-6.667455757381945e-05	0.0
Cytoplasm_Texture_InfoMeas2_CorrMito_3_03_256	2.5226622104579377e-05	-3.449508052076938e-05	0.0
Cytoplasm_Texture_InfoMeas2_CorrPM_3_00_256	0.0007100507347677087	0.00019474720566072784	0.0
Cytoplasm_Texture_InfoMeas2_CorrPM_3_01_256	0.0007722387217559135	0.0002020538037560125	0.0
Cytoplasm_Texture_InfoMeas2_CorrPM_3_02_256	0.0008225210314263265	0.00020850759855954703	0.0
Cytoplasm_Texture_InfoMeas2_CorrPM_3_03_256	0.0005939749108335723	0.00017716532279821775	0.0
Cytoplasm_Texture_InfoMeas2_CorrRNA_3_00_256	0.00011183381367196876	7.621528545096601e-05	0.0
Cytoplasm_Texture_InfoMeas2_CorrRNA_3_01_256	0.00014312923680948053	8.52493212160856e-05	0.0
Cytoplasm_Texture_InfoMeas2_CorrRNA_3_02_256	9.696826917826584e-05	7.04343575500518e-05	0.0
Cytoplasm_Texture_InfoMeas2_CorrRNA_3_03_256	0.00020903844659148074	0.0001041467317930006	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrDNA_3_00_256	0.012072905637326659	0.0007945308296631949	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrDNA_3_01_256	0.011747606259237542	0.0007814586549890137	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrDNA_3_02_256	0.011955608485721192	0.0007942768140029836	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrDNA_3_03_256	0.011961789232538433	0.0007880030877107469	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrER_3_00_256	0.02197969963795221	0.001167981522780713	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrER_3_01_256	0.021336241885673624	0.0011252489873229078	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrER_3_02_256	0.023895984952388205	0.0012205728083088628	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrER_3_03_256	0.021730020471326994	0.0011351226980350893	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrGasdermin_3_00_256	0.008976581097574488	0.0007494792808667575	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrGasdermin_3_01_256	0.00901148700865817	0.0007377103220801639	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrGasdermin_3_02_256	0.0099728988181218	0.0007871618359439795	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrGasdermin_3_03_256	0.009966986332988537	0.0007703866071351042	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrMito_3_00_256	0.00912810748963333	0.000774790232868841	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrMito_3_01_256	0.00936690798733697	0.0007700916244570181	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrMito_3_02_256	0.009893712693451073	0.0008032492647334119	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrMito_3_03_256	0.010330966213000115	0.0007995637458661287	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_00_256	0.018175551963699244	0.0010283314304999072	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_01_256	0.016957603663137255	0.0009841067327133143	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_02_256	0.019968347360985295	0.0010867231407277235	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_03_256	0.01660860220232141	0.0009660353367922153	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrRNA_3_00_256	0.016257006006840435	0.0009935241904380726	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrRNA_3_01_256	0.016201140922105672	0.0009755520616758222	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrRNA_3_02_256	0.017588243869504416	0.0010298766443680811	0.0
Cytoplasm_Texture_InverseDifferenceMoment_CorrRNA_3_03_256	0.016635267962548106	0.0009855538625276356	0.0
Cytoplasm_Texture_SumAverage_CorrDNA_3_00_256	0.0036105294310955216	-0.0004338352384098795	0.0
Cytoplasm_Texture_SumAverage_CorrDNA_3_01_256	0.0037098144863848548	-0.00044020193812141576	0.0
Cytoplasm_Texture_SumAverage_CorrDNA_3_02_256	0.0036631980587662483	-0.00043728585853340906	0.0
Cytoplasm_Texture_SumAverage_CorrDNA_3_03_256	0.0036775773640109755	-0.00043826237489195296	0.0
Cytoplasm_Texture_SumAverage_CorrER_3_00_256	0.009713610875257461	-0.0006529148469658765	0.0
Cytoplasm_Texture_SumAverage_CorrER_3_01_256	0.009712146135114619	-0.0006525357359697415	0.0
Cytoplasm_Texture_SumAverage_CorrER_3_02_256	0.00976765401737334	-0.0006557352366729919	0.0
Cytoplasm_Texture_SumAverage_CorrER_3_03_256	0.009668993428178174	-0.0006511682992728685	0.0
Cytoplasm_Texture_SumAverage_CorrGasdermin_3_00_256	0.012164755572612651	-0.0008591563773164713	0.0
Cytoplasm_Texture_SumAverage_CorrGasdermin_3_01_256	0.012261172255110808	-0.0008579926126669055	0.0
Cytoplasm_Texture_SumAverage_CorrGasdermin_3_02_256	0.0122210771492276	-0.0008574393415704449	0.0
Cytoplasm_Texture_SumAverage_CorrGasdermin_3_03_256	0.012145264205805861	-0.0008566891621390942	0.0
Cytoplasm_Texture_SumAverage_CorrMito_3_00_256	0.013232330588444419	-0.0009060779685414705	0.0
Cytoplasm_Texture_SumAverage_CorrMito_3_01_256	0.013334386723650948	-0.0009058119635258428	0.0
Cytoplasm_Texture_SumAverage_CorrMito_3_02_256	0.01327321462415687	-0.000904447784311403	0.0
Cytoplasm_Texture_SumAverage_CorrMito_3_03_256	0.013217365792943636	-0.0009041026325145027	0.0
Cytoplasm_Texture_SumAverage_CorrPM_3_00_256	0.019237119800725067	-0.0010299552381007383	0.0
Cytoplasm_Texture_SumAverage_CorrPM_3_01_256	0.01926668009192678	-0.0010286009387398863	0.0
Cytoplasm_Texture_SumAverage_CorrPM_3_02_256	0.019308327098380373	-0.0010296602522838149	0.0
Cytoplasm_Texture_SumAverage_CorrPM_3_03_256	0.019301650933939984	-0.0010299435965032508	0.0
Cytoplasm_Texture_SumAverage_CorrRNA_3_00_256	0.011564717179985862	-0.0007838762070128322	0.0
Cytoplasm_Texture_SumAverage_CorrRNA_3_01_256	0.011457722055311703	-0.0007809585364812712	0.0
Cytoplasm_Texture_SumAverage_CorrRNA_3_02_256	0.011648543065312933	-0.0007867672408958503	0.0
Cytoplasm_Texture_SumAverage_CorrRNA_3_03_256	0.011543399489027495	-0.0007829869894732547	0.0
Cytoplasm_Texture_SumEntropy_CorrDNA_3_00_256	0.007897558217300982	-0.0006205062604868807	0.0
Cytoplasm_Texture_SumEntropy_CorrDNA_3_01_256	0.007870290376598699	-0.0006196810782904152	0.0
Cytoplasm_Texture_SumEntropy_CorrDNA_3_02_256	0.00786153652624566	-0.000619356937259875	0.0
Cytoplasm_Texture_SumEntropy_CorrDNA_3_03_256	0.007891944429155529	-0.0006203183869166976	0.0
Cytoplasm_Texture_SumEntropy_CorrER_3_00_256	0.011933054996018821	-0.0007796462327741374	0.0
Cytoplasm_Texture_SumEntropy_CorrER_3_01_256	0.010939442415033085	-0.0007463246036432832	0.0
Cytoplasm_Texture_SumEntropy_CorrER_3_02_256	0.012084960911702747	-0.0007840355743294362	0.0
Cytoplasm_Texture_SumEntropy_CorrER_3_03_256	0.010624943340566406	-0.0007381242312537422	0.0
Cytoplasm_Texture_SumEntropy_CorrGasdermin_3_00_256	0.004672846850874435	-0.00048683678508904595	0.0
Cytoplasm_Texture_SumEntropy_CorrGasdermin_3_01_256	0.004316187280668626	-0.00046747118218411345	0.0
Cytoplasm_Texture_SumEntropy_CorrGasdermin_3_02_256	0.004755527485579281	-0.0004914450369503304	0.0
Cytoplasm_Texture_SumEntropy_CorrGasdermin_3_03_256	0.004293773372401777	-0.000467005841880846	0.0
Cytoplasm_Texture_SumEntropy_CorrMito_3_00_256	0.006093565200205098	-0.0005595758110585293	0.0
Cytoplasm_Texture_SumEntropy_CorrMito_3_01_256	0.005802107700068837	-0.0005447745738573738	0.0
Cytoplasm_Texture_SumEntropy_CorrMito_3_02_256	0.0060886999666665	-0.0005599404162073866	0.0
Cytoplasm_Texture_SumEntropy_CorrMito_3_03_256	0.005761138227295626	-0.0005435441346283177	0.0
Cytoplasm_Texture_SumEntropy_CorrPM_3_00_256	0.004614282279181481	-0.0004780122721530393	0.0
Cytoplasm_Texture_SumEntropy_CorrPM_3_01_256	0.004032150720052807	-0.0004469501696165053	0.0
Cytoplasm_Texture_SumEntropy_CorrPM_3_02_256	0.004683664527928344	-0.00048180242318637264	0.0
Cytoplasm_Texture_SumEntropy_CorrPM_3_03_256	0.004145517185044967	-0.0004541915990390282	0.0
Cytoplasm_Texture_SumEntropy_CorrRNA_3_00_256	0.007934468840481101	-0.0006239371939474569	0.0
Cytoplasm_Texture_SumEntropy_CorrRNA_3_01_256	0.007237567470071649	-0.0005957633204169182	0.0
Cytoplasm_Texture_SumEntropy_CorrRNA_3_02_256	0.008110527015292357	-0.0006306412152999664	0.0
Cytoplasm_Texture_SumEntropy_CorrRNA_3_03_256	0.007120147458723469	-0.0005924587901809696	0.0
Cytoplasm_Texture_SumVariance_CorrDNA_3_00_256	0.0008721528355302155	-0.00024259825034456402	0.0
Cytoplasm_Texture_SumVariance_CorrDNA_3_01_256	0.0009259139429679264	-0.0002496579186491528	0.0
Cytoplasm_Texture_SumVariance_CorrDNA_3_02_256	0.0008755639614327348	-0.0002438069178686905	0.0
Cytoplasm_Texture_SumVariance_CorrDNA_3_03_256	0.0009138206292390594	-0.0002482955482858301	0.0
Cytoplasm_Texture_SumVariance_CorrER_3_00_256	0.00021292502296577087	-6.678329236640408e-05	0.0
Cytoplasm_Texture_SumVariance_CorrER_3_01_256	0.00021897151348571064	-6.714390226185768e-05	0.0
Cytoplasm_Texture_SumVariance_CorrER_3_02_256	0.0002339667618257435	-6.971164419118374e-05	0.0
Cytoplasm_Texture_SumVariance_CorrER_3_03_256	0.00020760016745668963	-6.539133110400874e-05	0.0
Cytoplasm_Texture_SumVariance_CorrGasdermin_3_00_256	0.001417720729596006	-0.00013341106703965394	0.0
Cytoplasm_Texture_SumVariance_CorrGasdermin_3_01_256	0.0014349731991374348	-0.0001280311330594595	0.0
