feature	r2_score	Metadata_number_of_singlecells	Metadata_inducer1	Metadata_inducer1_concentration	treatment	dose
Cells_RadialDistribution_ZernikePhase_CorrMito_3_1	6.911198787928896e-06	3.848588900394447e-06	0.0028499492427293814	-0.0028951346975776724	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_3_3	4.831199913901685e-06	-1.8206437358428866e-06	0.006578303561259214	-0.0022955810280042488	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_4_0	0.0014467873671314413	-7.027902279502345e-05	0.04245629485770827	-0.026685470372695856	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_4_2	0.00013561030203124158	2.7564922126191742e-05	0.013893885195820901	-0.0030003905255063298	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_4_4	6.353508653189621e-06	6.111948750191646e-06	0.001911472841131949	0.00028890337218741464	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_5_1	4.481111167597973e-05	-4.668799759765314e-06	-0.031234756993846334	0.022854585452745376	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_5_3	1.3637935750820951e-05	1.0324383494316354e-05	0.009890688518426508	-0.0012576717459343474	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_5_5	8.146883066606492e-06	-4.70403410553825e-06	-0.016062489101389257	0.00503121860379605	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_6_0	0.0008887221927863509	5.7269174843949753e-05	-0.02074541729974847	0.013322709350071215	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_6_2	7.471321430074784e-05	-3.0274176187801887e-06	-0.027978908221261714	0.025817448335744862	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_6_4	5.645706519397109e-06	-4.540244783110451e-06	-0.013215401302308274	0.004009710054638047	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_6_6	1.2552640940577398e-05	9.97578110954137e-06	0.0022765092095037767	0.003943571519029655	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_7_1	3.3654192306276087e-06	1.6630643994915633e-07	0.0075907764243848905	-0.002259777093527749	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_7_3	1.9222266385066078e-05	-1.029525171939367e-05	-0.022754142419825454	0.006679899516819299	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_7_5	5.18366515881441e-05	1.269373674423281e-05	0.04325839531566137	-0.021295035349101023	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_7_7	7.735300905753473e-05	1.7856440145870597e-05	0.01580752616652197	0.009482354891550089	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_8_0	0.0003622022571044825	-1.5905918933897252e-05	0.016402805049282695	0.007786276318980205	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_8_2	4.7150449327126864e-06	-5.947757942211831e-07	-0.00231517928290489	0.0041585770116751965	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_8_4	1.551504532415482e-05	-1.1231758899374587e-05	-0.010563912171177931	-6.146855717983728e-05	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_8_6	2.569958024856156e-05	1.0798348250926466e-05	0.013813109232879723	-0.007049174607876402	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_8_8	1.6425652345719577e-05	-9.460867738865348e-06	0.008897663175559404	-0.010218358460763128	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_9_1	9.441210627070262e-06	1.1764359781601317e-06	0.0020455140360436472	-0.005022714601875678	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_9_3	5.568673502842625e-05	1.3751383158025369e-05	-0.016523492728925254	0.02313528499681295	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_9_5	2.4734633423229013e-05	-5.381839637458289e-06	-0.033469532987756234	0.01658019952477232	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_9_7	2.5553673205558347e-05	-4.155507764941596e-06	0.007123899867362105	-0.013121291346486184	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrMito_9_9	4.251132988675188e-05	1.2747005197434371e-05	0.010734539691141893	-0.006357370286772591	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_0_0	0.12901158339522356	-1.1434783673447526e-19	-6.799768333540873e-17	-1.972588606057057e-17	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_1_1	4.8477504592581155e-05	8.52412101791265e-06	0.04680656820382769	-0.023031743344109852	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_2_0	6.196924282753091e-05	7.771386964878288e-06	0.03599590189777716	-0.015451699565456174	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_2_2	0.00010749004183741029	-2.600816073838825e-05	-0.02192248484668244	0.006036525374570476	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_3_1	3.399034547157953e-06	4.099828546827064e-06	0.003328752955984511	-0.0014406464816477883	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_3_3	1.685777270954425e-05	-4.981283955765544e-06	0.0016211582997104675	0.0017049349522101557	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_4_0	0.0016516819932305138	-5.2020652929722326e-05	0.027395400541478574	0.00636308764297755	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_4_2	0.00010962674443193432	2.4422464225888048e-05	0.008409575068256837	-0.0005921685377279278	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_4_4	1.0902371176624293e-05	8.921997241089469e-06	0.007149420808046265	-0.0009274120711309057	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_5_1	7.299952400618981e-05	-1.2543223153170757e-05	-0.031000150134301446	0.020869815680142536	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_5_3	1.4633997044932734e-05	8.391771944287174e-06	0.00977751378120894	-0.00468012936083841	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_5_5	4.11242178873783e-05	-1.5484715731654106e-05	-0.0028768618470371207	-0.011450037150311919	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_6_0	0.0009967747902025481	5.795175220635741e-05	-0.032710904043361064	0.018767083797959914	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_6_2	6.037587854756943e-05	-1.291401633773982e-05	-0.049751858281012556	0.022972228425915724	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_6_4	1.5202266336888925e-06	-2.32911853335244e-07	-0.0076434927214872155	0.003689930593371047	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_6_6	3.628432455216046e-05	1.3935958046682683e-05	-0.010067602455864827	0.010579406021583996	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_7_1	2.4416338323063336e-05	1.1607122622817925e-05	-0.008880043245104876	0.013209387869223705	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_7_3	3.73960890014402e-05	-1.6414852858679586e-05	-0.011863104268346157	-0.0051457555511405205	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_7_5	5.905365562575149e-05	1.4390504398582044e-05	0.04659016849552858	-0.02145559738876509	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_7_7	2.3987735232600116e-05	8.005096302709992e-06	0.017451386270044472	-0.0006384980153945809	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_8_0	0.0004216798150754597	-1.8025076259332343e-05	0.01783405196594013	0.007670547337216824	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_8_2	2.9381942925232885e-05	-3.366890324560799e-06	-0.005811372161495232	0.009279635864568784	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_8_4	3.2258220386549574e-05	-1.0988697714780774e-05	-0.002137388228630681	-0.010657792021449647	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_8_6	4.178812672672727e-06	2.602549578296266e-07	0.007410925361508758	-0.006703076987486045	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_8_8	1.9057924407039906e-05	-7.1231162036125285e-06	0.017332863372774385	-0.012307391081192788	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_9_1	2.9298777273201182e-05	8.080442743037188e-06	0.03182554817619208	-0.017503833538004134	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_9_3	3.763211008167566e-05	1.8779955509700647e-06	-0.01981792021703441	0.02013859741706089	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_9_5	2.2140631785294573e-05	-7.21076775129006e-07	-0.030927556220104017	0.017484985243083614	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_9_7	2.6810612996364114e-05	-2.1328750990415647e-06	0.0146419732064032	-0.016257289637042968	Thapsigargin	0.1_1.0_10.0
Cells_RadialDistribution_ZernikePhase_CorrPM_9_9	7.595951297845183e-05	1.2068564721421556e-05	0.002543520426044755	-0.006040810312877105	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrDNA_3_00_256	0.01691804114507467	-0.00023807695596098657	-0.4144781347884295	-0.023560897175711026	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrDNA_3_01_256	0.016787095906306226	-0.00023732672254172038	-0.4172072342383878	-0.02052369127309095	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrDNA_3_02_256	0.016942038578439123	-0.00023954012247718923	-0.42069189833411225	-0.01993215927065206	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrDNA_3_03_256	0.016652634118822784	-0.00023452879102860694	-0.41596698072172356	-0.01995135309425905	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrER_3_00_256	0.018985545725000108	9.712003955788978e-05	0.013018991346241668	-0.13548978746830545	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrER_3_01_256	0.0180977193850691	9.416376931466807e-05	0.005372431531268887	-0.12714034952711661	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrER_3_02_256	0.019031686753685495	8.644403974316701e-05	-0.010635151424357364	-0.128952321686511	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrER_3_03_256	0.01815147544063178	9.680003529813138e-05	0.004667778591856853	-0.12504196926683608	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrGasdermin_3_00_256	0.019100066306679042	5.24526033613702e-05	-0.08849436364875429	-0.10849498821068787	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrGasdermin_3_01_256	0.01818231052122754	5.045212869262056e-05	-0.09126122754857535	-0.10230794677874254	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrGasdermin_3_02_256	0.019426550610453064	4.334021801508355e-05	-0.10791919664787589	-0.10394069583906795	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrGasdermin_3_03_256	0.018244157771795888	5.351949873937315e-05	-0.08927422470197988	-0.10174599178339855	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrMito_3_00_256	0.006698497201566567	-0.00014262215663795577	-0.1716272140171452	-0.07121719400967887	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrMito_3_01_256	0.006924132689085094	-0.0001361171185180346	-0.17347291336411041	-0.07062709138510265	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrMito_3_02_256	0.006932849272057284	-0.0001488535435763683	-0.18508598915007746	-0.0664496149663488	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrMito_3_03_256	0.00696120236498865	-0.00013359359253881827	-0.17152126762718164	-0.0717304242084887	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrPM_3_00_256	0.021526796910375512	-3.103151418080003e-05	-0.49015327308235535	0.09080581077654692	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrPM_3_01_256	0.021214742976493284	-3.424261525975393e-05	-0.4905213477227157	0.09132908910680032	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrPM_3_02_256	0.02137196477709924	-3.659362399270041e-05	-0.4966424651199899	0.09287318837264319	Thapsigargin	0.1_1.0_10.0
Cells_Texture_AngularSecondMoment_CorrPM_3_03_256	0.020961217409880217	-3.258644110688412e-05	-0.4840335869303072	0.0888507666515535	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrDNA_3_00_256	0.001341619153339746	2.6015690210681592e-05	0.1755566012184161	-0.04596494606934909	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrDNA_3_01_256	0.0012137500055896533	2.5794511126945202e-05	0.16157765814178301	-0.03907138063197685	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrDNA_3_02_256	0.001324397043670933	2.7771024932791436e-05	0.16915963592304611	-0.040453244072076275	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrDNA_3_03_256	0.0012419269834812452	2.239339648324785e-05	0.1756016507870197	-0.05048718038930716	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrER_3_00_256	0.0009038349173891014	-1.0752178332379025e-05	-0.0011794445014438187	0.035318877549224116	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrER_3_01_256	0.000957979305286516	-8.678380204724943e-06	-0.006794303174998531	0.04144835346922282	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrER_3_02_256	0.0009893076478048046	-9.810930612964676e-06	-0.003064475734702473	0.04010004817542323	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrER_3_03_256	0.000891111685477286	-1.0375750114235415e-05	0.008539793808132998	0.029477588932004473	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrGasdermin_3_00_256	0.00044194328982316566	-1.528818947347188e-05	-0.007187595405311643	0.023783867222881186	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrGasdermin_3_01_256	0.0004940586183095341	-1.2881616137861579e-05	-0.01404162752389198	0.032426625727830005	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrGasdermin_3_02_256	0.0004928018974573734	-1.3086916377506859e-05	-0.005835631999484061	0.027324329717616995	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrGasdermin_3_03_256	0.00043752187791701314	-1.5220279143707525e-05	0.004190516975777322	0.016670359959615164	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrMito_3_00_256	0.00017250474440833052	2.9969127623910864e-05	0.026438921234433085	0.012864533235767557	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrMito_3_01_256	0.00016624847900359452	2.6449500885247006e-05	0.025839954131821486	0.01469741979001366	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrMito_3_02_256	0.00012827715149077434	2.096441313173007e-05	0.023199965242773596	0.00844226413922664	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrMito_3_03_256	0.0001801575279084533	2.250285313669264e-05	0.029785818141565185	0.006959682091317199	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrPM_3_00_256	0.00011063393088339701	-2.1149084473975836e-05	0.04246479326117192	-0.03565725730028778	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrPM_3_01_256	0.00010608675745726881	-2.478863509213846e-05	0.04698061742135516	-0.03922972908552479	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrPM_3_02_256	0.00013263036814881168	-2.3836212366331494e-05	0.07217283712690363	-0.05239982668804223	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Contrast_CorrPM_3_03_256	0.00013199006054731566	-2.7798213917828574e-05	0.055167738022892654	-0.04524466761085172	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrDNA_3_00_256	0.0005777020668432664	-2.2015662826726304e-05	-0.08926372197217713	0.016877571903825758	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrDNA_3_01_256	0.0007928333915203645	-3.146277658160226e-05	-0.13270159717371285	0.03814122354462603	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrDNA_3_02_256	0.000892050972118974	-3.023373458609778e-05	-0.13489432943849186	0.0378079977944389	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrDNA_3_03_256	0.0006828315672525731	-2.0505619553351958e-05	-0.12664220953244149	0.04250542593497568	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrER_3_00_256	0.03802497186467069	-8.103773093456768e-05	0.2641638704917234	0.06578747614227815	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrER_3_01_256	0.027154170262180366	-7.44904219013163e-05	0.20944428066340806	0.06119363987772247	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrER_3_02_256	0.03624552782909041	-0.00010071793283625681	0.21686233382703696	0.07631737302430072	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrER_3_03_256	0.025109761578184897	-7.32274755378912e-05	0.20678657040801224	0.05716873655284191	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrGasdermin_3_00_256	0.05011212624379846	-9.883212958103394e-05	0.27841793481446875	0.08499056985562681	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrGasdermin_3_01_256	0.037191495019212595	-9.029230286479497e-05	0.23229660071213346	0.07601869449117438	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrGasdermin_3_02_256	0.04857298576283853	-0.00011683438518894167	0.23895750241890562	0.09320980362683046	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrGasdermin_3_03_256	0.03496747286683388	-8.805362215482356e-05	0.23075988831893368	0.07300886386250319	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrMito_3_00_256	0.00595170029615677	-5.0795467280281754e-05	-0.16285558203770223	-0.040293103922562495	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrMito_3_01_256	0.005087910012113395	-6.257312479094828e-05	-0.14328579555376394	-0.0481294793225666	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrMito_3_02_256	0.006462192925127619	-6.303976143247959e-05	-0.19304040661743602	-0.03222628467828584	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrMito_3_03_256	0.005896733860746295	-5.843645271338973e-05	-0.15100468984099624	-0.05140471729439075	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrPM_3_00_256	0.0056548818879905705	-4.501513628354058e-05	0.24381475566898847	-0.08276184495692027	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrPM_3_01_256	0.004711043438820672	-5.970145255597183e-05	0.1804293199911959	-0.05812204255008456	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrPM_3_02_256	0.0055960495640239305	-5.7479862801718515e-05	0.2153601153271736	-0.07193796752682413	Thapsigargin	0.1_1.0_10.0
Cells_Texture_Correlation_CorrPM_3_03_256	0.0042665933601173656	-5.6685898649480375e-05	0.18572941379995578	-0.0651921547372028	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrDNA_3_00_256	0.007895380864202162	0.0001615144023506147	0.46533716980031026	-0.11829776333477182	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrDNA_3_01_256	0.008434070765688917	0.0001687807563196759	0.48813662887059134	-0.1284454770048723	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrDNA_3_02_256	0.008625188210011125	0.00016989699215812085	0.501290508884751	-0.13583283839253718	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrDNA_3_03_256	0.008130362337177788	0.0001584333614894435	0.4854374218777183	-0.13114565324006605	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrER_3_00_256	0.04957306375417925	-9.134662905130822e-05	0.04408118855457169	0.26397832351266187	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrER_3_01_256	0.055176764475101225	-9.165750917498393e-05	0.10293484491756089	0.2468347946188361	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrER_3_02_256	0.049813052091778776	-7.684108691023287e-05	0.09300593776647137	0.24459910833916151	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrER_3_03_256	0.05674946140637771	-9.38762270054344e-05	0.10784553400899116	0.2480069750063701	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrGasdermin_3_00_256	0.036044001741776355	-6.345365576880421e-05	0.039095799710228	0.2301366584521127	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrGasdermin_3_01_256	0.04387681334277049	-6.97877342371436e-05	0.09458350293566875	0.2238113046741481	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrGasdermin_3_02_256	0.03615273321415502	-4.956253375604448e-05	0.08170522203936631	0.21367448937180675	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrGasdermin_3_03_256	0.045477334119144786	-7.255224560022694e-05	0.09996968021907382	0.2252403215995908	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrMito_3_00_256	0.0024077291666380063	0.00013083286367300727	-0.00729145966232244	0.0677310468739244	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrMito_3_01_256	0.0022152439320010098	0.0001221162630088969	-0.01763636554430448	0.061186578165029426	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrMito_3_02_256	0.0026778928042322514	0.00014122318172881535	0.016100440390144168	0.06255478750323618	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrMito_3_03_256	0.0020244688144364087	0.00011896239841414669	-0.013622866502891344	0.06277498722810754	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrPM_3_00_256	0.002707199551984729	4.9047046469502576e-05	0.3539874888040396	-0.17992559400101604	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrPM_3_01_256	0.0031222171709416324	4.7933232323680107e-05	0.3804530058346781	-0.1921966704279956	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrPM_3_02_256	0.0032750135831465244	6.326577666657407e-05	0.3881137688558078	-0.19222624319532547	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceEntropy_CorrPM_3_03_256	0.0031151683142589537	4.366478838137727e-05	0.3789309628222588	-0.18920881355026206	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrDNA_3_00_256	0.010206255164905476	-0.0001881111146875376	-0.48791087156508706	0.10067170158611355	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrDNA_3_01_256	0.011494014459584312	-0.0002011273140417874	-0.5108537795017011	0.10178590504000168	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrDNA_3_02_256	0.010802416981851803	-0.00019519823681498594	-0.5129388741295365	0.11207017316012757	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrDNA_3_03_256	0.011285620163970833	-0.0001953158337406078	-0.5035729305531621	0.0984287890372823	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrER_3_00_256	0.054814674307617994	0.00011069431813964754	-0.07850380177653413	-0.22073127786955618	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrER_3_01_256	0.05772723832420523	0.00010858010175210164	-0.10635358101575401	-0.2134847764334925	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrER_3_02_256	0.05528397443084143	0.0001006271136522552	-0.10402897649272527	-0.21319501821457654	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrER_3_03_256	0.05834530974790253	0.0001119422918770072	-0.10398171036572354	-0.21404862816400333	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrGasdermin_3_00_256	0.0447415508335367	8.338285303142742e-05	-0.08000916818201628	-0.20650760790456785	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrGasdermin_3_01_256	0.04773437540022585	8.255784642785335e-05	-0.10515409847541651	-0.20154901011240434	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrGasdermin_3_02_256	0.04523188492275554	7.302588968486505e-05	-0.10387830385102367	-0.2004172334935159	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrGasdermin_3_03_256	0.04838916637594037	8.633276455685974e-05	-0.10074101623727405	-0.2036242042142817	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrMito_3_00_256	0.0030929922373222896	-0.00012917190034144064	0.15680440838888024	-0.13803323100713705	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrMito_3_01_256	0.002988094260995	-0.00012563799002747868	0.1557881736013772	-0.13397618414185786	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrMito_3_02_256	0.0031878730105585618	-0.00013599261787959816	0.14203677693031375	-0.1328926379518523	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrMito_3_03_256	0.0028557330992261543	-0.00012286001681497636	0.15605742875756712	-0.13636771029342942	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrPM_3_00_256	0.002880917480607037	-9.140208633112238e-05	-0.32850532271605637	0.13210835819215366	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrPM_3_01_256	0.0032039855599013123	-9.134851492577221e-05	-0.34722412197647157	0.13798837506518485	Thapsigargin	0.1_1.0_10.0
Cells_Texture_DifferenceVariance_CorrPM_3_02_256	0.003167986063781991	-0.00010023495551352729	-0.3411650672260777	0.13551952065558795	Thapsigargin	0.1_1.0_10.0
