features,p.adj.value,group,Distinct
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrMito_3_1,0.0025,apoptosis_healthy,True
Cells_RadialDistribution_MeanFrac_CorrDNA_3of4,0.0022,apoptosis_healthy,True
Cytoplasm_Texture_InfoMeas2_CorrER_3_02_256,0.0455,apoptosis_healthy,True
Cytoplasm_Texture_InfoMeas2_CorrMito_3_03_256,0.0054,apoptosis_healthy,True
Cytoplasm_Texture_InfoMeas2_CorrMito_3_02_256,0.0088,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrDNA_9_7,0.0027,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrER_9_7,0.01,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_2_2,0.0038,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrMito_3_3,0.0059,apoptosis_healthy,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrMito_5_3,0.0187,apoptosis_healthy,True
Cells_RadialDistribution_FracAtD_CorrMito_1of4,0.0389,apoptosis_healthy,True
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_03_256,0.0184,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrMito_3_3,0.004,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrMito_5_3,0.0066,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrMito_5_5,0.0117,apoptosis_healthy,True
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_00_256,0.0392,apoptosis_healthy,True
Cytoplasm_Texture_InfoMeas1_CorrGasdermin_3_00_256,0.0239,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrMito_6_0,0.0161,apoptosis_healthy,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_7_1,0.0308,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrER_7_7,0.008,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrDNA_5_3,0.0192,apoptosis_healthy,True
Cells_AreaShape_Zernike_0_0,0.0361,apoptosis_healthy,True
Cytoplasm_Texture_Correlation_CorrMito_3_02_256,0.0254,apoptosis_healthy,True
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_03_256,0.0395,apoptosis_healthy,True
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_00_256,0.0146,apoptosis_healthy,True
Cytoplasm_Texture_InfoMeas2_CorrPM_3_01_256,0.0084,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrMito_8_2,0.0111,apoptosis_healthy,True
Cytoplasm_Intensity_MADIntensity_CorrER,0.0283,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrMito_2_0,0.007,apoptosis_healthy,True
Cytoplasm_Texture_Correlation_CorrER_3_02_256,0.0233,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrDNA_4_0,0.0165,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_5_5,0.0353,apoptosis_healthy,True
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_02_256,0.0312,apoptosis_healthy,True
Cytoplasm_Texture_Correlation_CorrGasdermin_3_02_256,0.0052,apoptosis_healthy,True
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_03_256,0.031,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrDNA_8_6,0.0033,apoptosis_healthy,True
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_02_256,0.0196,apoptosis_healthy,True
Nuclei_Texture_Correlation_CorrPM_3_00_256,0.0104,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrMito_3_1,0.0186,apoptosis_healthy,True
Cytoplasm_Intensity_MassDisplacement_CorrDNA,0.023,apoptosis_healthy,True
Cells_RadialDistribution_FracAtD_CorrER_1of4,0.0467,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrMito_8_8,0.0081,apoptosis_healthy,True
Cells_Texture_Correlation_CorrDNA_3_03_256,0.0181,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrDNA_9_1,0.0056,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrMito_8_6,0.039,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_1_1,0.0344,apoptosis_healthy,True
Cytoplasm_Texture_SumVariance_CorrDNA_3_00_256,0.0469,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrMito_4_4,0.0021,apoptosis_healthy,True
Nuclei_AreaShape_MajorAxisLength,0.0118,apoptosis_healthy,True
Nuclei_Correlation_K_CorrDNA_CorrMito,0.0022,apoptosis_healthy,True
Nuclei_Correlation_K_CorrMito_CorrPM,0.0406,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrMito_2_2,0.042,apoptosis_healthy,True
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_02_256,0.0376,apoptosis_healthy,True
Nuclei_Correlation_RWC_CorrPM_CorrMito,0.0487,apoptosis_healthy,True
Cytoplasm_Intensity_UpperQuartileIntensity_CorrDNA,0.0436,apoptosis_healthy,True
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_03_256,0.0312,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrER_4_0,0.0099,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrMito_5_1,0.0191,apoptosis_healthy,True
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_01_256,0.0292,apoptosis_healthy,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrMito_8_0,0.035,apoptosis_healthy,True
Nuclei_Correlation_Correlation_CorrER_CorrGasdermin,0.0337,apoptosis_healthy,True
Cells_RadialDistribution_MeanFrac_CorrDNA_1of4,0.0152,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrDNA_3_3,0.0193,apoptosis_healthy,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_4_4,0.0366,apoptosis_healthy,True
Cells_Intensity_MassDisplacement_CorrDNA,0.0245,apoptosis_healthy,True
Cells_RadialDistribution_RadialCV_CorrDNA_4of4,0.013,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrDNA_5_1,0.0038,apoptosis_healthy,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_8_2,0.0408,apoptosis_healthy,True
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_02_256,0.0213,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrDNA_8_2,0.0026,apoptosis_healthy,True
Nuclei_Correlation_K_CorrPM_CorrMito,0.0123,apoptosis_healthy,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_6_2,0.0221,apoptosis_healthy,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_3_3,0.0392,apoptosis_healthy,True
Cells_Correlation_Correlation_CorrDNA_CorrMito,0.0339,apoptosis_healthy,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrMito_8_2,0.0275,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrDNA_7_1,0.011,apoptosis_healthy,True
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_01_256,0.0397,apoptosis_healthy,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrMito_1_1,0.038,apoptosis_healthy,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrMito_6_6,0.0158,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrMito_4_2,0.0354,apoptosis_healthy,True
Nuclei_RadialDistribution_MeanFrac_CorrER_1of4,0.0227,apoptosis_healthy,True
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_00_256,0.0171,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrDNA_7_5,0.0112,apoptosis_healthy,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_3_1,0.0246,apoptosis_pyroptosis,True
Cytoplasm_Intensity_IntegratedIntensity_CorrDNA,0.0294,apoptosis_pyroptosis,True
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_00_256,0.0028,apoptosis_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_8_8,0.0357,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_FracAtD_CorrPM_3of4,0.0415,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_7_3,0.0112,apoptosis_pyroptosis,True
Cells_Correlation_Overlap_CorrDNA_CorrPM,0.0116,apoptosis_pyroptosis,True
Nuclei_Texture_DifferenceEntropy_CorrPM_3_00_256,0.0182,apoptosis_pyroptosis,True
Nuclei_Intensity_MassDisplacement_CorrPM,0.0185,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_MeanFrac_CorrMito_1of4,0.0219,apoptosis_pyroptosis,True
Nuclei_Intensity_MADIntensity_CorrPM,0.0079,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_9_1,0.0237,apoptosis_pyroptosis,True
Cytoplasm_AreaShape_FormFactor,0.0243,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_FracAtD_CorrPM_2of4,0.0151,apoptosis_pyroptosis,True
Nuclei_Texture_InfoMeas2_CorrDNA_3_03_256,0.0471,apoptosis_pyroptosis,True
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_03_256,0.0036,apoptosis_pyroptosis,True
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_01_256,0.0069,apoptosis_pyroptosis,True
Nuclei_Intensity_StdIntensityEdge_CorrPM,0.0345,apoptosis_pyroptosis,True
Cells_Correlation_Correlation_CorrGasdermin_CorrMito,0.011,apoptosis_pyroptosis,True
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_02_256,0.017,apoptosis_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_9_9,0.0073,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_FracAtD_CorrDNA_1of4,0.043,apoptosis_pyroptosis,True
Cells_Intensity_IntegratedIntensityEdge_CorrGasdermin,0.0286,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_FracAtD_CorrDNA_4of4,0.0396,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_9_3,0.0209,apoptosis_pyroptosis,True
Cytoplasm_Intensity_MADIntensity_CorrDNA,0.0333,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_8_2,0.0187,apoptosis_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_5_1,0.0178,apoptosis_pyroptosis,True
Cytoplasm_RadialDistribution_RadialCV_CorrPM_4of4,0.0225,apoptosis_pyroptosis,True
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_02_256,0.0157,apoptosis_pyroptosis,True
Nuclei_Texture_InverseDifferenceMoment_CorrPM_3_02_256,0.0081,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_9_9,0.0105,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_7_1,0.0246,apoptosis_pyroptosis,True
Cells_Texture_InfoMeas2_CorrDNA_3_03_256,0.0418,apoptosis_pyroptosis,True
Cells_RadialDistribution_MeanFrac_CorrDNA_4of4,0.0491,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_5_5,0.0037,apoptosis_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_5_5,0.0135,apoptosis_pyroptosis,True
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_03_256,0.008,apoptosis_pyroptosis,True
Cells_RadialDistribution_FracAtD_CorrPM_1of4,0.039,apoptosis_pyroptosis,True
Cells_AreaShape_Compactness,0.0499,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_9_7,0.0038,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_MeanFrac_CorrER_4of4,0.0284,apoptosis_pyroptosis,True
Cells_Texture_InverseDifferenceMoment_CorrDNA_3_03_256,0.0429,apoptosis_pyroptosis,True
Cells_RadialDistribution_FracAtD_CorrER_3of4,0.042,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_RadialCV_CorrPM_3of4,0.0239,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_RadialCV_CorrPM_4of4,0.013,apoptosis_pyroptosis,True
Cytoplasm_Correlation_RWC_CorrER_CorrDNA,0.0231,apoptosis_pyroptosis,True
Cells_Intensity_IntegratedIntensityEdge_CorrPM,0.0377,apoptosis_pyroptosis,True
Cells_RadialDistribution_FracAtD_CorrMito_2of4,0.0363,apoptosis_pyroptosis,True
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_01_256,0.0024,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_6_2,0.0109,apoptosis_pyroptosis,True
Cells_AreaShape_MeanRadius,0.0486,apoptosis_pyroptosis,True
Cells_RadialDistribution_MeanFrac_CorrGasdermin_4of4,0.0126,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_6_4,0.0002,apoptosis_pyroptosis,True
Cells_RadialDistribution_RadialCV_CorrPM_2of4,0.0235,apoptosis_pyroptosis,True
Cytoplasm_Texture_SumEntropy_CorrDNA_3_03_256,0.0289,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_6_0,0.0273,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_5_3,0.0047,apoptosis_pyroptosis,True
Nuclei_Texture_DifferenceEntropy_CorrPM_3_02_256,0.0175,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_7_5,0.0029,apoptosis_pyroptosis,True
Cells_Intensity_MassDisplacement_CorrPM,0.0007,apoptosis_pyroptosis,True
Cytoplasm_Texture_Entropy_CorrDNA_3_01_256,0.0073,apoptosis_pyroptosis,True
Nuclei_Correlation_Overlap_CorrER_CorrGasdermin,0.0109,apoptosis_pyroptosis,True
Cells_RadialDistribution_RadialCV_CorrPM_3of4,0.0189,apoptosis_pyroptosis,True
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM,0.0076,apoptosis_pyroptosis,True
Cells_RadialDistribution_RadialCV_CorrPM_4of4,0.0035,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_MeanFrac_CorrDNA_4of4,0.0296,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_5_1,0.0202,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_8_6,0.0072,apoptosis_pyroptosis,True
Nuclei_Texture_InverseDifferenceMoment_CorrPM_3_01_256,0.0011,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_RadialCV_CorrPM_2of4,0.0322,apoptosis_pyroptosis,True
Cells_RadialDistribution_FracAtD_CorrPM_2of4,0.0077,apoptosis_pyroptosis,True
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA,0.0103,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_7_7,0.0024,apoptosis_pyroptosis,True
Cells_RadialDistribution_MeanFrac_CorrMito_1of4,0.0061,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_8_8,0.0134,apoptosis_pyroptosis,True
Cells_Correlation_RWC_CorrER_CorrGasdermin,0.0363,apoptosis_pyroptosis,True
Cytoplasm_Texture_Entropy_CorrDNA_3_00_256,0.0034,apoptosis_pyroptosis,True
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_00_256,0.0203,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_8_4,0.0296,apoptosis_pyroptosis,True
Cytoplasm_Texture_Entropy_CorrDNA_3_02_256,0.0044,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_9_5,0.0147,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_8_0,0.0166,apoptosis_pyroptosis,True
Cytoplasm_Intensity_MassDisplacement_CorrPM,0.0323,apoptosis_pyroptosis,True
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_01_256,0.0207,apoptosis_pyroptosis,True
Nuclei_RadialDistribution_FracAtD_CorrPM_4of4,0.0272,apoptosis_pyroptosis,True
Cytoplasm_Texture_InverseDifferenceMoment_CorrPM_3_00_256,0.0167,apoptosis_pyroptosis,True
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_03_256,0.0085,apoptosis_pyroptosis,True
Cells_AreaShape_FormFactor,0.0444,apoptosis_pyroptosis,True
Cytoplasm_AreaShape_MinorAxisLength,0.037,apoptosis_pyroptosis,True
Nuclei_Texture_InverseDifferenceMoment_CorrPM_3_00_256,0.0079,apoptosis_pyroptosis,True
Nuclei_Texture_InverseDifferenceMoment_CorrPM_3_03_256,0.0018,apoptosis_pyroptosis,True
Cytoplasm_AreaShape_Zernike_4_2,0.0049,apoptosis_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_7_7,0.0201,apoptosis_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_4_2,0.017,apoptosis_pyroptosis,True
Cytoplasm_Intensity_MADIntensity_CorrPM,0.022,apoptosis_pyroptosis,True
Nuclei_Correlation_Overlap_CorrDNA_CorrPM,0.028,apoptosis_pyroptosis,True
Nuclei_Intensity_MinIntensityEdge_CorrPM,0.0091,apoptosis_pyroptosis,True
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_4of4,0.0215,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrDNA_9_5,0.0399,healthy_pyroptosis,True
Cytoplasm_Correlation_Correlation_CorrDNA_CorrMito,0.0237,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_2_0,0.0081,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_9_3,0.0245,healthy_pyroptosis,True
Cells_AreaShape_Zernike_8_6,0.0015,healthy_pyroptosis,True
Nuclei_Correlation_RWC_CorrDNA_CorrER,0.037,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_4_2,0.0198,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrER_6_4,0.0497,healthy_pyroptosis,True
Cells_RadialDistribution_ZernikeMagnitude_CorrPM_4_0,0.0248,healthy_pyroptosis,True
Cytoplasm_AreaShape_Zernike_4_4,0.0376,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_4_2,0.0158,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_8_2,0.0142,healthy_pyroptosis,True
Cytoplasm_AreaShape_Zernike_8_6,0.0273,healthy_pyroptosis,True
Nuclei_RadialDistribution_FracAtD_CorrER_3of4,0.0336,healthy_pyroptosis,True
Cytoplasm_Correlation_K_CorrPM_CorrER,0.0281,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrDNA_6_4,0.0134,healthy_pyroptosis,True
Cells_Correlation_Correlation_CorrDNA_CorrER,0.0405,healthy_pyroptosis,True
Cytoplasm_AreaShape_Zernike_8_0,0.0359,healthy_pyroptosis,True
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_01_256,0.0032,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_8_8,0.0481,healthy_pyroptosis,True
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_03_256,0.0007,healthy_pyroptosis,True
Cells_RadialDistribution_MeanFrac_CorrPM_1of4,0.0188,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrDNA_7_5,0.0361,healthy_pyroptosis,True
Cells_RadialDistribution_MeanFrac_CorrPM_3of4,0.0214,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrDNA_3_3,0.0276,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrDNA_8_0,0.0299,healthy_pyroptosis,True
Nuclei_RadialDistribution_MeanFrac_CorrPM_4of4,0.0195,healthy_pyroptosis,True
Nuclei_Intensity_LowerQuartileIntensity_CorrDNA,0.0118,healthy_pyroptosis,True
Nuclei_AreaShape_Zernike_8_6,0.0374,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrDNA_8_8,0.0456,healthy_pyroptosis,True
Nuclei_RadialDistribution_MeanFrac_CorrPM_1of4,0.0014,healthy_pyroptosis,True
Cytoplasm_AreaShape_Zernike_6_4,0.0289,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_7_7,0.0419,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_8_0,0.019,healthy_pyroptosis,True
Cells_Correlation_RWC_CorrER_CorrDNA,0.0269,healthy_pyroptosis,True
Cells_RadialDistribution_MeanFrac_CorrGasdermin_3of4,0.0377,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrPM_6_2,0.0351,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrDNA_9_7,0.0074,healthy_pyroptosis,True
Cells_RadialDistribution_MeanFrac_CorrPM_4of4,0.0056,healthy_pyroptosis,True
Cells_Correlation_RWC_CorrPM_CorrDNA,0.0124,healthy_pyroptosis,True
Cells_Correlation_RWC_CorrDNA_CorrPM,0.0084,healthy_pyroptosis,True
Cells_Correlation_RWC_CorrDNA_CorrER,0.02,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_7_5,0.0191,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_8_6,0.0171,healthy_pyroptosis,True
Cells_AreaShape_Zernike_6_6,0.0421,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrDNA_8_6,0.0021,healthy_pyroptosis,True
Nuclei_Intensity_MeanIntensityEdge_CorrDNA,0.0218,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_9_5,0.0214,healthy_pyroptosis,True
Cells_AreaShape_Zernike_2_2,0.0101,healthy_pyroptosis,True
Nuclei_AreaShape_Zernike_4_4,0.0407,healthy_pyroptosis,True
Cells_Correlation_Correlation_CorrMito_CorrPM,0.0208,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_6_4,0.0169,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrDNA_8_4,0.0444,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_2_2,0.0419,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_8_6,0.0234,healthy_pyroptosis,True
Cytoplasm_Texture_InfoMeas1_CorrDNA_3_02_256,0.0126,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_7_1,0.0118,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_6_4,0.026,healthy_pyroptosis,True
Nuclei_AreaShape_Zernike_2_2,0.0142,healthy_pyroptosis,True
Cytoplasm_RadialDistribution_ZernikeMagnitude_CorrDNA_9_7,0.0149,healthy_pyroptosis,True
Nuclei_Correlation_RWC_CorrDNA_CorrPM,0.0075,healthy_pyroptosis,True
Cells_Intensity_LowerQuartileIntensity_CorrDNA,0.0164,healthy_pyroptosis,True
Cytoplasm_AreaShape_Zernike_2_2,0.0125,healthy_pyroptosis,True
Cells_AreaShape_Zernike_4_4,0.045,healthy_pyroptosis,True
Cytoplasm_Correlation_K_CorrER_CorrPM,0.0138,healthy_pyroptosis,True
Nuclei_AreaShape_Zernike_5_1,0.0331,healthy_pyroptosis,True
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_8_8,0.0323,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_8_8,0.0199,apoptosis_pyroptosis,False
Cytoplasm_Texture_InfoMeas1_CorrPM_3_03_256,0.0137,apoptosis_healthy,False
Cytoplasm_Texture_InfoMeas1_CorrPM_3_03_256,0.0024,apoptosis_pyroptosis,False
Cytoplasm_Texture_InfoMeas1_CorrPM_3_03_256,0.0083,healthy_pyroptosis,False
Nuclei_Texture_Contrast_CorrPM_3_01_256,0.0094,apoptosis_healthy,False
Nuclei_Texture_Contrast_CorrPM_3_01_256,0.0094,apoptosis_pyroptosis,False
Nuclei_Texture_Contrast_CorrPM_3_01_256,0.0081,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_5_1,0.0264,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_5_1,0.0315,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrMito_5_1,0.013,healthy_pyroptosis,False
Cells_AreaShape_Zernike_8_0,0.041,apoptosis_healthy,False
Cells_AreaShape_Zernike_8_0,0.0394,apoptosis_pyroptosis,False
Cells_AreaShape_Zernike_8_0,0.0064,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_1_1,0.0071,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_1_1,0.0438,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_1_1,0.0443,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_8_4,0.0203,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrPM_8_4,0.0186,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrPM_8_4,0.0062,healthy_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_1,0.0237,apoptosis_healthy,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_1,0.0221,apoptosis_pyroptosis,False
Cells_RadialDistribution_ZernikePhase_CorrMito_9_1,0.0063,healthy_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_3_1,0.034,apoptosis_healthy,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_3_1,0.0367,apoptosis_pyroptosis,False
Cytoplasm_RadialDistribution_ZernikePhase_CorrDNA_3_1,0.0107,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_7_7,0.0033,apoptosis_healthy,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_7_7,0.0401,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrER_7_7,0.0444,healthy_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_7_7,0.0091,apoptosis_pyroptosis,False
Nuclei_RadialDistribution_ZernikeMagnitude_CorrPM_7_7,0.0495,healthy_pyroptosis,False
Nuclei_AreaShape_Zernike_8_8,0.0273,apoptosis_healthy,False
Nuclei_AreaShape_Zernike_8_8,0.0423,apoptosis_pyroptosis,False
Nuclei_AreaShape_Zernike_8_8,0.023,healthy_pyroptosis,False
