oneb_Treatment_Dose_Inhibitor_Dose,Cytokine,Cytokine_Value
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,CCL17 [NSU],0.8593412734535719
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL17 [NSU],0.42670574303981806
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,CCL17 [NSU],0.40710952351890073
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,CCL17 [NSU],0.6105463070970535
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL17 [NSU],0.855110621807135
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL17 [NSU],0.9389676543189598
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL17 [NSU],1.0
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL17 [NSU],0.9406903537675957
LPS_1.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.6564115060400394
LPS_1.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.3979097738874909
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.20541418827931307
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,CCL17 [NSU],0.36635018160568855
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.441613342582108
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,CCL17 [NSU],0.5277756858365868
LPS_1.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.3883252359126797
LPS_1.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.531384410580515
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.518486395262372
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,CCL17 [NSU],0.5863955320371247
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.23217632059588142
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,CCL17 [NSU],0.7400714592406212
Thapsigargin_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.8555165138067722
Thapsigargin_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.2963125533765646
Thapsigargin_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.2763931263179853
Thapsigargin_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.3957472902332343
Disulfiram_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.17594963788799411
Disulfiram_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.6536216112334648
Disulfiram_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.6724730962996062
Disulfiram_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.10327323961482626
Topotecan_10.000_nM_DMSO_0.025_%,CCL17 [NSU],0.33187685165734737
Topotecan_10.000_nM_DMSO_0.025_%,CCL17 [NSU],0.6480204026538348
Topotecan_10.000_nM_DMSO_0.025_%,CCL17 [NSU],0.37264773874136525
Topotecan_10.000_nM_DMSO_0.025_%,CCL17 [NSU],0.4626091520546998
LPS_10.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.5567542843493759
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,CCL17 [NSU],0.46269524369493203
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,CCL17 [NSU],0.3919072684978182
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,CCL17 [NSU],0.5800041692578719
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,CCL17 [NSU],0.4280469247091563
LPS_10.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.1190547259204775
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,CCL17 [NSU],0.6480464275177502
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,CCL17 [NSU],0.47087938931481355
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,CCL17 [NSU],0.32554502340140534
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,CCL17 [NSU],0.5032941789624467
LPS_10.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.4110859357011865
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,CCL17 [NSU],0.6216377543512881
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,CCL17 [NSU],0.4797240013133334
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,CCL17 [NSU],0.6996625164749957
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,CCL17 [NSU],0.2928269058684809
LPS_10.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.39760145431286775
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,CCL17 [NSU],0.8292769456035056
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,CCL17 [NSU],0.6117441690740155
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,CCL17 [NSU],0.37700060368238564
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,CCL17 [NSU],0.4932733400500206
Thapsigargin_10.000_uM_DMSO_0.025_%,CCL17 [NSU],0.6897921971327057
Thapsigargin_10.000_uM_DMSO_0.025_%,CCL17 [NSU],0.1680916701763691
Thapsigargin_10.000_uM_DMSO_0.025_%,CCL17 [NSU],0.20372142485329653
Thapsigargin_10.000_uM_DMSO_0.025_%,CCL17 [NSU],0.4526662744845038
H2O2_100.000_nM_DMSO_0.025_%,CCL17 [NSU],0.33637590164454134
H2O2_100.000_nM_DMSO_0.025_%,CCL17 [NSU],0.6888481142448072
H2O2_100.000_nM_DMSO_0.025_%,CCL17 [NSU],0.6889452967996972
H2O2_100.000_nM_DMSO_0.025_%,CCL17 [NSU],0.6455113496653472
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.521419265986529
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.4590237602430873
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.7398772250102984
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL17 [NSU],0.23383985104506955
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL17 [NSU],0.15203862634905763
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL17 [NSU],0.711810858959264
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL17 [NSU],0.3456224751587798
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL17 [NSU],0.5728464925468828
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL17 [NSU],0.7475891415312598
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL17 [NSU],0.3566119747847506
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL17 [NSU],0.6593606970505735
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL17 [NSU],0.5735468106117919
LPS_100.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.46799985186003434
LPS_100.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.33213606792551553
LPS_100.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.5415021599537901
LPS_100.000_ug_per_ml_DMSO_0.025_%,CCL17 [NSU],0.45913274821044414
H2O2_100.000_uM_DMSO_0.025_%,CCL17 [NSU],0.22391631778575588
H2O2_100.000_uM_Disulfiram_1.000_uM,CCL17 [NSU],0.5734735668422996
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,CCL17 [NSU],0.5302905841085868
H2O2_100.000_uM_DMSO_0.025_%,CCL17 [NSU],0.5634870288686453
H2O2_100.000_uM_Disulfiram_1.000_uM,CCL17 [NSU],0.8092226485374612
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,CCL17 [NSU],0.7689938588261379
H2O2_100.000_uM_DMSO_0.025_%,CCL17 [NSU],0.7343943535232225
H2O2_100.000_uM_Disulfiram_1.000_uM,CCL17 [NSU],0.5088156474001859
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,CCL17 [NSU],0.25065913356841096
H2O2_100.000_uM_DMSO_0.025_%,CCL17 [NSU],0.7057441431658918
H2O2_100.000_uM_Disulfiram_1.000_uM,CCL17 [NSU],0.3864360919588702
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,CCL17 [NSU],0.0
Disulfiram_2.500_uM_DMSO_0.025_%,CCL17 [NSU],0.5766165372954503
Disulfiram_2.500_uM_DMSO_0.025_%,CCL17 [NSU],0.622725307674536
Disulfiram_2.500_uM_DMSO_0.025_%,CCL17 [NSU],0.7510539454397616
Disulfiram_2.500_uM_DMSO_0.025_%,CCL17 [NSU],0.6131859670802936
Topotecan_20.000_nM_DMSO_0.025_%,CCL17 [NSU],0.19148018530100447
Topotecan_20.000_nM_DMSO_0.025_%,CCL17 [NSU],0.3373379932107998
Topotecan_20.000_nM_DMSO_0.025_%,CCL17 [NSU],0.5852857144245129
Topotecan_20.000_nM_DMSO_0.025_%,CCL17 [NSU],0.3263895332281646
Topotecan_5.000_nM_DMSO_0.025_%,CCL17 [NSU],0.5368535144002443
Topotecan_5.000_nM_DMSO_0.025_%,CCL17 [NSU],0.6079636904614849
Topotecan_5.000_nM_DMSO_0.025_%,CCL17 [NSU],0.565938387843469
Topotecan_5.000_nM_DMSO_0.025_%,CCL17 [NSU],0.5368988747817088
media_ctr_0.0_0_Media_ctr_0.0_0,CCL17 [NSU],0.8559473712932432
media_ctr_0.0_0_Media_ctr_0.0_0,CCL17 [NSU],0.5434796174600123
media_ctr_0.0_0_Media_ctr_0.0_0,CCL17 [NSU],0.4353733272421324
media_ctr_0.0_0_Media_ctr_0.0_0,CCL17 [NSU],0.4633796718675279
DMSO_0.100_%_DMSO_1.000_%,CCL18 [NSU],0.6099447535082554
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.5249095319136652
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,CCL18 [NSU],0.5978533903908289
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.45439571746735535
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,CCL18 [NSU],0.4235994188221839
DMSO_0.100_%_DMSO_1.000_%,CCL18 [NSU],0.3142680872916005
DMSO_0.100_%_DMSO_1.000_%,CCL18 [NSU],0.37143885403715177
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.450029379052081
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,CCL18 [NSU],0.4838546392503167
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.38160909289045036
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,CCL18 [NSU],0.5584105056429793
DMSO_0.100_%_DMSO_1.000_%,CCL18 [NSU],0.36235998101872813
DMSO_0.100_%_DMSO_0.025_%,CCL18 [NSU],0.01202674230620493
DMSO_0.100_%_DMSO_0.025_%,CCL18 [NSU],0.6061087011113231
DMSO_0.100_%_DMSO_0.025_%,CCL18 [NSU],0.4297986165936775
DMSO_0.100_%_DMSO_0.025_%,CCL18 [NSU],0.4082095421789277
DMSO_0.100_%_DMSO_0.025_%,CCL18 [NSU],0.435280263329647
DMSO_0.100_%_DMSO_0.025_%,CCL18 [NSU],0.5578915351874936
DMSO_0.100_%_DMSO_0.025_%,CCL18 [NSU],0.2359363244019747
DMSO_0.100_%_DMSO_0.025_%,CCL18 [NSU],0.5712085426400328
media_ctr_0.0_0_Media_ctr_0.0_0,CCL18 [NSU],0.24838071525171201
media_ctr_0.0_0_Media_ctr_0.0_0,CCL18 [NSU],0.2970813055955031
LPS_0.010_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.31565587486904473
LPS_0.010_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.3623536377812421
LPS_0.010_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.4847800386721394
LPS_0.010_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.6089683275013238
LPS_0.100_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.44739997802118525
LPS_0.100_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.38219583174342364
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.37614016244973586
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.36988248861021233
LPS_0.100_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.43428807910634715
LPS_0.100_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.2982926741553088
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.5534171715053219
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.5028162751524741
Disulfiram_0.100_uM_DMSO_0.025_%,CCL18 [NSU],0.39618672301414726
Disulfiram_0.100_uM_DMSO_0.025_%,CCL18 [NSU],0.3369008015760879
Disulfiram_0.100_uM_DMSO_0.025_%,CCL18 [NSU],0.3720047243679291
Disulfiram_0.100_uM_DMSO_0.025_%,CCL18 [NSU],0.16406950310751395
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.34667377005287836
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.45104776614217906
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.366158391605196
LPS_Nigericin_1.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.394449091063937
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.09194571627321918
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,CCL18 [NSU],0.09703284950526953
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.03475895223194092
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.2826986785157296
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,CCL18 [NSU],0.34068515311340203
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.4658082557849037
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.38177513111069966
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,CCL18 [NSU],0.3472378524610086
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.13598141752018905
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.41512715859303473
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Disulfiram_1.000_uM,CCL18 [NSU],0.36717604905224915
LPS_Nigericin_1.000_ug_per_ml_10.000_uM_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.3180107379931727
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL18 [NSU],0.6026156106278537
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL18 [NSU],0.30891515302474426
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL18 [NSU],0.4238100075795609
LPS_Nigericin_1.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL18 [NSU],0.5794076459806216
LPS_1.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.39531918352441436
LPS_1.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.386388369737911
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.19660758234809075
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,CCL18 [NSU],0.0
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.29347572169629765
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,CCL18 [NSU],0.4854878876562085
LPS_1.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.4292835521589944
LPS_1.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.32801089966991337
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.49475865045201894
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,CCL18 [NSU],0.6061947683303893
Flagellin_1.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.33916247421242046
Flagellin_1.000_ug_per_ml_Disulfiram_1.000_uM,CCL18 [NSU],0.2197312152651167
Thapsigargin_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.273275513276387
Thapsigargin_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.2943052925199925
Thapsigargin_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.31615962729517
Thapsigargin_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.3800088950183068
Disulfiram_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.5660204271945206
Disulfiram_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.34644648303866304
Disulfiram_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.5194479740869237
Disulfiram_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.5117090700711071
Topotecan_10.000_nM_DMSO_0.025_%,CCL18 [NSU],0.4660909073777686
Topotecan_10.000_nM_DMSO_0.025_%,CCL18 [NSU],0.41562326795004356
Topotecan_10.000_nM_DMSO_0.025_%,CCL18 [NSU],0.40483282657667036
Topotecan_10.000_nM_DMSO_0.025_%,CCL18 [NSU],0.4225454779046194
LPS_10.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.48027002546872366
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,CCL18 [NSU],0.29364957422912913
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,CCL18 [NSU],0.4135512465510558
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,CCL18 [NSU],0.14277565244968476
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.22386166644410616
LPS_10.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.3515007049504534
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,CCL18 [NSU],0.33569141328833424
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,CCL18 [NSU],0.20431143722889636
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,CCL18 [NSU],0.5534113231381558
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.4286946200098254
LPS_10.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.3264475611115438
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,CCL18 [NSU],0.18186083440962894
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,CCL18 [NSU],0.28893098394843386
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,CCL18 [NSU],0.3846307253536088
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.4372092188305209
LPS_10.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.5417486061506177
LPS_10.000_ug_per_ml_Disulfiram_0.100_uM,CCL18 [NSU],0.3267517581600046
LPS_10.000_ug_per_ml_Disulfiram_1.000_uM,CCL18 [NSU],0.20173390546095582
LPS_10.000_ug_per_ml_Disulfiram_2.500_uM,CCL18 [NSU],0.17908771396002243
LPS_10.000_ug_per_ml_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.3076171374921251
Thapsigargin_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.30470978390488923
Thapsigargin_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.33264232120088516
Thapsigargin_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.2756451608974029
Thapsigargin_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.27384169803022734
H2O2_100.000_nM_DMSO_0.025_%,CCL18 [NSU],0.2574190454741714
H2O2_100.000_nM_DMSO_0.025_%,CCL18 [NSU],0.3073258175921844
H2O2_100.000_nM_DMSO_0.025_%,CCL18 [NSU],0.5106780734828132
H2O2_100.000_nM_DMSO_0.025_%,CCL18 [NSU],0.2563088167487735
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.02132806165066098
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.3067694434224269
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.4373429994920766
LPS_Nigericin_100.000_ug_per_ml_1.000_uM_DMSO_0.025_%,CCL18 [NSU],0.335820147548814
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.6501930912316733
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.40660409685338517
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.22427376363512086
LPS_Nigericin_100.000_ug_per_ml_10.000_uM_DMSO_0.025_%,CCL18 [NSU],0.14699951091413044
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL18 [NSU],0.4933871159546887
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL18 [NSU],0.6057299915375495
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL18 [NSU],0.28285279892500564
LPS_Nigericin_100.000_ug_per_ml_3.000_uM_DMSO_0.025_%,CCL18 [NSU],0.44389152344547594
LPS_100.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.5685957309065806
LPS_100.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.5516759066976451
LPS_100.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.469277090020894
LPS_100.000_ug_per_ml_DMSO_0.025_%,CCL18 [NSU],0.12668171234919956
H2O2_100.000_uM_DMSO_0.025_%,CCL18 [NSU],0.12464061237588642
H2O2_100.000_uM_Disulfiram_1.000_uM,CCL18 [NSU],0.2737377534809631
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.286367573637867
H2O2_100.000_uM_DMSO_0.025_%,CCL18 [NSU],0.4485933403295723
H2O2_100.000_uM_Disulfiram_1.000_uM,CCL18 [NSU],0.2609176632645617
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.6237229465717594
H2O2_100.000_uM_DMSO_0.025_%,CCL18 [NSU],0.3216568877761211
H2O2_100.000_uM_Disulfiram_1.000_uM,CCL18 [NSU],0.414255955615499
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.14128112964154316
H2O2_100.000_uM_DMSO_0.025_%,CCL18 [NSU],0.45207744335104594
H2O2_100.000_uM_Disulfiram_1.000_uM,CCL18 [NSU],0.18552151258070218
H2O2_100.000_uM_Z-VAD-FMK_100.000_uM,CCL18 [NSU],0.15017487425813297
Disulfiram_2.500_uM_DMSO_0.025_%,CCL18 [NSU],0.26920134065212453
Disulfiram_2.500_uM_DMSO_0.025_%,CCL18 [NSU],0.19257572124111388
Disulfiram_2.500_uM_DMSO_0.025_%,CCL18 [NSU],0.1836059515958909
Disulfiram_2.500_uM_DMSO_0.025_%,CCL18 [NSU],0.3158715071533051
Topotecan_20.000_nM_DMSO_0.025_%,CCL18 [NSU],0.30714566196139453
Topotecan_20.000_nM_DMSO_0.025_%,CCL18 [NSU],0.33307214488353004
Topotecan_20.000_nM_DMSO_0.025_%,CCL18 [NSU],0.4738757276227212
Topotecan_20.000_nM_DMSO_0.025_%,CCL18 [NSU],0.4364341775311814
Topotecan_5.000_nM_DMSO_0.025_%,CCL18 [NSU],0.4076496223331473
Topotecan_5.000_nM_DMSO_0.025_%,CCL18 [NSU],0.2991900545409821
Topotecan_5.000_nM_DMSO_0.025_%,CCL18 [NSU],0.4165880283919939
Topotecan_5.000_nM_DMSO_0.025_%,CCL18 [NSU],0.23028250660613134
media_ctr_0.0_0_Media_ctr_0.0_0,CCL18 [NSU],1.0
media_ctr_0.0_0_Media_ctr_0.0_0,CCL18 [NSU],0.30121994522538004
media_ctr_0.0_0_Media_ctr_0.0_0,CCL18 [NSU],0.2445291647403742
media_ctr_0.0_0_Media_ctr_0.0_0,CCL18 [NSU],0.2159922007061419
DMSO_0.100_%_DMSO_1.000_%,CCL19 [NSU],0.7402463383914818
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,CCL19 [NSU],0.2790590006513646
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,CCL19 [NSU],0.49136461021478206
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,CCL19 [NSU],0.5182017871786798
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,CCL19 [NSU],0.46993766336148934
DMSO_0.100_%_DMSO_1.000_%,CCL19 [NSU],0.6647218674962768
DMSO_0.100_%_DMSO_1.000_%,CCL19 [NSU],0.6847569163587224
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,CCL19 [NSU],0.5642676765180544
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,CCL19 [NSU],0.42761473524950017
DMSO_0.100_%_Z-VAD-FMK_100.000_uM,CCL19 [NSU],0.37316223556276723
DMSO_0.100_%_Z-VAD-FMK_30.000_uM,CCL19 [NSU],0.98409542093613
DMSO_0.100_%_DMSO_1.000_%,CCL19 [NSU],0.42440316953639323
DMSO_0.100_%_DMSO_0.025_%,CCL19 [NSU],0.35751951736448206
DMSO_0.100_%_DMSO_0.025_%,CCL19 [NSU],0.5447742355466648
DMSO_0.100_%_DMSO_0.025_%,CCL19 [NSU],0.47127633277639885
DMSO_0.100_%_DMSO_0.025_%,CCL19 [NSU],0.5183143018301386
DMSO_0.100_%_DMSO_0.025_%,CCL19 [NSU],0.6463440577408033
DMSO_0.100_%_DMSO_0.025_%,CCL19 [NSU],0.4889304667939114
DMSO_0.100_%_DMSO_0.025_%,CCL19 [NSU],0.7914221945316371
DMSO_0.100_%_DMSO_0.025_%,CCL19 [NSU],0.523551197503637
media_ctr_0.0_0_Media_ctr_0.0_0,CCL19 [NSU],0.8799525129984529
media_ctr_0.0_0_Media_ctr_0.0_0,CCL19 [NSU],0.9243037944172932
LPS_0.010_ug_per_ml_DMSO_0.025_%,CCL19 [NSU],0.6127829561185427
LPS_0.010_ug_per_ml_DMSO_0.025_%,CCL19 [NSU],0.4904848624568251
LPS_0.010_ug_per_ml_DMSO_0.025_%,CCL19 [NSU],0.6382339396685057
LPS_0.010_ug_per_ml_DMSO_0.025_%,CCL19 [NSU],0.0
LPS_0.100_ug_per_ml_DMSO_0.025_%,CCL19 [NSU],0.6211525596050114
LPS_0.100_ug_per_ml_DMSO_0.025_%,CCL19 [NSU],0.5805531458291332
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,CCL19 [NSU],0.6031556472216578
Flagellin_0.100_ug_per_ml_DMSO_0.025_%,CCL19 [NSU],0.41334292744231543
LPS_0.100_ug_per_ml_DMSO_0.025_%,CCL19 [NSU],0.2494792323106998
LPS_0.100_ug_per_ml_DMSO_0.025_%,CCL19 [NSU],0.37062948722369365
